,"Taxation statistics 2012–13 Individuals: Selected items, by state/territory and postcode, 2012–13 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
1761,VIC,3241,1360,645,1340,57443244,1000,10446365,870,758753.63,10,15517.62,900,10380246,15,49606.66,970,44086928,255,595943,30,387108,25,528070,115,638867,80,682736,20,236529,15,362776,675,1866830,165,64967,355,1816284,355,778329,1345,60624928,345,823992,85,215723,690,188234,35,54508,645,657356,15,5083,15,28577,20,95995,465,139730,675,220727,1045,2931225,20,45082.16,70,1215590,100,705265,140,83641,230,5064174,95,746755.51,10,71939,20,399095,20,168207,65,1253588,95,3716475,100,1346287,55,620859,55,598307,50,13514.64,150,2071508,115,1360093,55,120628,145,991632,45,370007,105,-770852,150,-400845,85,101184,20,21928,25,388539,60,110681,0,1511,55,34147,725,231576.95,130,57209.12,40,234330.67,56,2013063,129,6401025,175,8397093,175,7770882,60,-1449809,128,2040558,175,590749
1762,VIC,3242,560,280,550,21069111,400,3683354.77,330,277869.86,10,10196.33,345,3644058.6,10,37381.26,360,15155982,95,293064,10,66532,0,14365,40,188014,30,303732,15,230987,0,108431,335,1205066,75,36971,135,738998,130,316661,555,22546908,110,276450,40,52176,245,68813,20,59092,225,307534,0,2154,10,38012,0,4033,160,71418,235,98373,395,1307886,15,32788.19,35,466916,35,292504,100,-322805,135,2005696,35,125291.63,0,47850,0,78345,10,63726,30,846233,40,2743869,50,429222,25,148149,25,15121,20,43325.85,80,1140504,50,538292,25,38317,75,468846,40,286461,45,-191412,85,95049,30,36621,0,16499,20,304143,20,25688,0,2516,25,18999.73,290,97818.95,60,26053.87,0,51839.24,29,1638019,63,5362975,85,7000994,85,6375342,30,-1017432,63,1655715,85,638283
1763,VIC,3243,210,105,205,7318472,135,1360074.75,105,93254.89,0,5754.07,115,1373038.89,0,22314.82,115,4643922,35,89865,0,13598,0,22069,15,96382,15,154534,0,76861,0,103535,125,305484,35,49256,70,723678,70,309319,210,7887639,30,81440,15,62609,80,20862,10,20969,70,58898,0,129,0,475,0,10118,55,11449,75,24049,140,407315,0,8998.99,10,191542,15,130076,75,161468,70,753492,20,26198.11,0,0,0,40111,0,16992,10,114794,10,242555,25,245249,10,5058,0,2183,0,322.32,15,240210,10,109724,0,7738,15,77805,0,68628,10,-23685,15,44943,10,4499,0,60121,0,101412,15,14675,0,0,10,7228.69,100,30861.86,25,9145.6,0,635.6,12,908390,21,631947,30,1540337,30,1485909,13,-224407,22,271316,30,46909
1764,VIC,3249,2275,1070,2255,82750309,1620,14770136,1385,1131085.42,20,20894.22,1455,14594392,35,120029.33,1525,64395196,415,982427,25,261869,30,388654,140,801665,145,1347642,50,506357,15,198244,1380,3114417,385,148837,625,2675233,625,1143975,2265,87665267,490,903825,115,187883,1090,285235,60,117909,1005,938841,20,6037,40,19405,35,84196,625,247730,980,268346,1670,4510570,35,59138.48,130,2028383,185,1395557,405,-2078867,635,11026012,200,635179,0,74589,35,465600,20,221133,95,935261,140,4450612,220,2454779,125,572847,115,359046,105,171124.17,300,3383977,220,2013448,75,127968,290,1589834,135,736778,165,-1084051,300,-347273,90,177032,60,102507,70,1137225,125,310633,15,10060,95,60579.95,1195,389226.26,235,104327.15,45,278687,131,12447480,159,9735836,265,22183316,270,22991732,138,-3191055,166,2274847,280,-916208
1765,VIC,3250,6505,2330,6475,270488980,5085,45010245,4340,3512644.69,50,58293.11,4545,45413335,105,333376,5150,218628613,1615,2284181,95,981027,90,777702,655,3420153,495,4991694,120,1253330,70,1060889,3650,7396179,785,291887,1495,6803101,1490,2914603,6485,284026900,1675,2996098,425,798620,3985,1115662,275,529957,3530,3432089,50,8519,110,151376,80,168337,2230,460394,3390,855441,5280,13107073,115,206596.08,340,5440097,545,3683500,140,-189054,965,23474808,360,1436574.79,15,553712,10,214115,70,463399,225,1794912,340,8223908,465,7088902,280,578558,265,121888,230,112241.83,685,8454384,545,5039815,230,463958,685,4211648,260,1574311,430,-2835348,695,-1261037,170,425076,85,133499,140,2030804,305,549968,25,16627,300,156565.59,3790,1208661.33,555,236290.31,140,557839.9,44,2221040,366,24751308,405,27115346,410,21737252,51,-513042,378,5703842,425,5094523
1766,VIC,3251,305,150,300,11054299,220,1849257.67,180,146284.01,0,3559.06,190,1820077.54,0,10105,205,8977176,75,200597,0,20597,0,10999,35,191900,15,205364,0,184190,0,24975,175,352481,45,25383,80,250170,80,107189,305,12035736,60,168448,20,60010,165,45225,10,20539,135,143139,0,698,0,43875,0,34381,80,14730,130,39682,220,741151,0,0,10,123647,15,94060,75,663427,75,477954,35,10888.84,0,0,0,15460,0,22170,15,81406,20,187380,20,312115,15,78526,10,3545,15,17828.82,45,520928,35,320979,0,10559,45,312281,15,94956,30,-217847,45,-122891,20,28850,10,4533,10,142010,15,28414,0,1173,10,3647.8,160,53146.23,35,12564.17,0,643.84,17,1535563,22,1361279,40,2896842,40,2721130,18,-51440,22,219955,40,168515
1767,VIC,3254,185,75,185,6924113,135,1110726.68,120,90757.12,0,0,130,1116767.75,0,3116.1,140,6144796,55,56616,0,10831,0,41097,30,146957,10,87481,0,1572,0,0,90,83172,15,3562,30,29898,30,12702,185,7191335,35,48623,10,15237,100,25824,0,13820,90,80097,0,332,0,88,0,807,50,28549,80,19124,140,266713,0,0,15,229657,15,102097,25,-240924,30,258816,10,26125.01,0,0,0,21992,0,1938,0,1192,0,3508,15,149734,0,12228,0,159,0,2856.06,20,170644,15,129443,0,1657,20,82285,0,18055,15,-60796,20,-42741,10,92050,0,309,0,14064,10,20148,0,2346,10,7859.5,105,34819,15,5002.99,10,11495.83,5,162692,23,2185147,25,2347839,25,2094563,6,-127008,23,398159,25,271151
1768,VIC,3260,2675,1130,2640,98350176,1940,16769255,1595,1283847.29,25,31079.68,1690,16648787,70,228301.09,1800,74214975,535,938434,25,245279,20,118395,190,890896,200,1928244,50,563209,25,495798,1650,3917938,440,563473,755,3619355,755,1549857,2660,104884553,640,1243988,130,405698,1265,316404,80,178066,1135,1016100,30,9254,50,32926,50,129099,715,268652,1340,382041,2085,5596215,55,106961.88,190,3267186,200,1696161,375,972277,625,9425961,265,386929.34,10,139687,20,990403,30,1239618,130,1393731,205,4468378,225,3172424,185,458539,170,74492,145,66882,330,4039448,245,2074982,70,108955,320,1687210,160,928609,170,-760308,330,168301,190,198462,50,117108,75,1252710,130,349785,0,0,105,72457,1435,468313.76,250,109813.78,40,208808.96,93,10195975,184,12200731,265,22396706,265,21849327,100,-2976464,186,2198240,275,-778224
1769,VIC,3264,1465,515,1450,52902435,1095,8388975,900,685888.95,10,15220.81,945,8442510,35,110852.92,980,39074784,250,365548,0,53008,15,68286,105,597128,115,1140190,15,180041,10,158873,850,1863858,235,128400,435,1367913,435,586139,1460,55901109,370,755123,80,216813,700,186520,50,95027,610,521877,20,3908,40,85598,30,191730,460,90303,700,192708,1115,2832771,10,14054.23,110,1928740,95,664539,225,2297476,395,5431104,160,172091.27,0,3900,0,93112,10,58341,105,494057,130,2548538,85,1212239,125,120869,120,81798,95,9198,205,2661784,155,1465409,60,139749,195,1104626,85,696544,115,-744544,205,-48000,125,143289,25,21248,30,323430,80,165418,0,1906,35,19392.77,830,275796.13,135,56480.49,20,10930.11,25,5213285,111,8606808,135,13820093,135,12846822,25,-875331,112,1747414,135,872083
1770,VIC,3265,1350,500,1325,45312454,970,7701014,795,613551.63,20,36210.74,845,7574279,20,59588.84,870,31825886,205,295276,15,65394,15,84532,100,507647,65,574184,10,145634,0,49767,785,1996570,265,236331,415,1521487,415,651898,1335,48507758,310,638152,70,137144,570,151291,50,97038,545,415778,15,2385,25,24753,20,46936,435,93140,570,166789,980,2929545,0,19997,70,1138458,65,443801,355,1513164,405,4963077,165,198205.58,0,0,10,86038,15,89947,90,883145,110,2880696,90,1458230,105,107623,105,50983,80,115665.63,185,2216525,135,1182044,25,38779,180,933505,90,584218,95,-522021,185,62197,130,124500,20,54855,60,974079,85,181803,0,3753,25,16322.05,765,254951.14,105,45001.63,25,52219.16,53,6796032,93,6048194,140,12844226,135,11227016,56,18680,93,1545845,140,1564525
1771,VIC,3266,1735,710,1725,61298371,1250,10057457,1025,807340.15,20,23154.87,1100,10179808,15,47841.44,1115,45693145,295,437648,0,60894,20,107685,95,465510,115,1131882,20,181223,10,152750,1020,2597833,330,405353,500,1242111,500,532253,1730,64682003,345,696994,80,176484,795,196609,55,95047,700,623457,25,5988,35,32362,25,145739,415,79504,805,199667,1280,3109201,15,18428.75,95,1936265,125,1054051,355,867872,510,5143062,235,151322.97,0,66900,20,169491,10,59803,115,715629,155,3046183,155,1916926,125,285282,120,22929,105,6313.12,215,2603511,145,1324522,55,90502,210,1164992,105,758433,115,-734938,220,23495,95,113272,50,41779,55,664686,90,183058,0,676,55,42237.33,925,307183,140,60190.28,25,21872.29,50,7426986,113,9998100,150,17425086,150,14916011,55,-10153,115,2546937,155,2536784
1772,VIC,3267,170,65,165,3794610,105,581294.28,80,50710.76,0,0,90,566653.54,0,1994.52,100,3321230,30,55410,0,4894,0,1938,15,89787,10,84043,0,0,0,0,95,158519,35,16732,50,86760,45,37167,165,4100541,30,69255,0,20857,65,20716,0,12603,55,55517,0,831,0,3607,0,28686,35,6940,65,23372,105,256755,0,0,10,155725,0,23915,55,-602528,65,93913,35,42503.97,0,6550,0,9394,0,6064,20,248611,30,1006690,15,703423,15,8366,15,8366,15,1299.55,30,433282,20,160811,0,20870,30,129797,10,204053,20,-82249,30,121804,15,2606,0,24450,0,0,0,14371,0,0,0,705.8,90,30720.15,15,7167.1,0,15552.52,12,1414198,10,275435,20,1689633,25,1531880,13,74682,11,76774,25,151456
1773,VIC,3268,1765,775,1750,62161928,1220,11575225,1000,843001.21,20,28943.27,1065,11446075,30,72894.39,1010,40539470,250,449913,15,171446,25,165354,105,585168,110,1037747,30,420293,10,183990,1085,2758821,335,384467,535,2261892,535,969104,1765,66349803,340,709308,70,159843,680,183157,40,78356,625,521055,25,2265,25,33366,15,58645,450,112311,785,243444,1275,3774916,20,50977.07,60,911681,85,594791,450,3825905,590,7073947,270,392737.44,0,38405,10,128217,15,80945,105,1378500,145,4655235,165,2039104,175,512104,165,131901,155,9342,210,2696116,150,1707083,60,158651,200,1274643,95,610927,105,-1055188,205,-444261,200,74783,65,334021,110,1490544,90,167248,15,11760,25,15225,915,306063,155,64958.79,30,181150.02,89,15300446,120,8248606,200,23549052,195,22216875,93,-978812,120,2384673,200,1405861
1774,VIC,3269,410,170,395,15139364,265,2991196.21,220,199611.36,10,18438.95,235,3065356.9,0,26226.88,240,10541196,65,171471,0,12634,20,91783,35,178175,10,94589,0,49447,0,0,250,426622,65,98031,105,912071,105,390862,405,16150735,80,173872,15,26408,160,41407,15,32967,140,132640,0,723,0,1276,0,29077,95,21280,160,44082,270,819965,0,4876,15,222789,20,149994,95,175477,150,2048715,55,27829.77,0,0,0,17674,0,72305,25,86193,35,196827,40,397747,35,21877,30,6657,25,623.62,40,434606,35,283954,0,14721,40,178400,15,79974,25,-122443,40,-42469,40,58733,20,9155,20,268674,15,47559,0,2187,0,5095,185,65531.57,40,16754.38,15,12104.78,13,1244482,43,2020178,55,3264660,55,2723372,14,-64159,43,494756,55,430597
1775,VIC,3270,130,65,130,4994065,90,865813.25,70,60214.51,0,2242,75,852703.6,0,3530.45,75,3462144,15,42517,0,0,0,4710,15,106066,20,123095,0,61672,0,22704,90,194882,20,5721,50,303428,50,129188,130,5341412,30,82978,0,6670,55,14326,0,989,55,44226,0,0,10,23668,0,1565,40,12743,65,18809,100,319267,0,10894,0,58148,0,38552,0,-41399,30,352039,10,21641.33,0,0,0,0,0,14245,10,151857,15,308508,15,137918,15,27544,15,22934,10,309,25,223840,15,111708,10,9466,25,108544,10,48694,15,-54572,25,-5878,0,841,0,0,0,100000,0,13293,0,1173,0,1410.6,60,20455.53,15,5672.88,0,22867.71,2,17464,21,2124796,20,2142260,20,1792650,3,-28693,22,339837,25,311144
1776,VIC,3271,125,75,120,4906962,90,1081796,80,72456.33,0,5636.97,85,1080885.05,0,8181.52,70,2557397,15,58237,0,43685,0,46058,0,40972,0,33679,0,45387,0,0,90,182391,30,10101,50,378679,50,162283,125,5526598,20,41364,0,13256,45,12853,0,8805,40,39240,0,392,0,29971,0,55427,15,7863,45,16448,85,434569,0,6806,0,100914,10,101012,50,468620,50,548472,20,153398.15,0,0,0,52518,0,19717,10,636316,20,1773033,20,187048,20,1479,20,1479,10,124.43,10,252218,0,64816,0,2531,10,81014,0,135188,0,-31331,10,103857,15,1375,0,252,10,166274,0,42676,0,0,0,4963.2,75,23971.34,20,9478.32,0,3155.92,16,1756986,8,433395,20,2190381,20,1999903,16,-32961,9,223019,20,190058
1777,VIC,3272,880,305,875,31472925,645,4980907.21,520,395633.21,0,1289,555,4935410,15,49753.29,600,22027442,150,268842,0,4635,0,34461,80,438235,90,906465,15,215177,0,97144,500,1328499,150,70905,245,1448359,245,620931,880,33863547,255,459952,35,146973,450,138040,35,45350,390,391959,10,2920,20,16032,15,118678,345,47281,395,102957,675,2023397,15,29851,50,853727,40,309360,155,767926,210,3406271,70,201920.2,0,20278,0,13353,10,137410,50,241555,70,1192282,65,730802,60,201989,55,24432,45,18842.22,80,1145214,50,529886,15,31775,75,470071,35,368169,45,-254687,80,113482,55,25881,0,35284,30,476796,40,76196,10,7211,15,15806,500,166852,105,42331.41,10,6828.77,19,1652019,64,7978260,75,9630279,75,8235712,19,-116558,64,1470158,75,1353600
1778,VIC,3273,90,40,90,2767095,70,398582.28,50,33364.28,0,1979.3,55,375198.83,0,6890.28,40,1245632,15,6960,0,0,0,0,0,34839,0,77092,0,15633,0,0,50,169973,20,5457,25,121109,25,51904,90,3037789,15,38687,0,2446,25,6962,0,3573,20,26138,0,0,0,40486,0,2814,20,6697,30,5200,60,236120,0,2344,0,104339,0,24699,45,663191,40,213280,15,23377.41,0,0,0,0,0,0,0,119469,10,1113618,10,52822,0,934,0,934,0,17.84,10,94335,0,66852,0,622,10,40452,0,2086,0,-15677,10,-13591,10,740,10,7814,10,95468,0,7649,0,0,0,1026,55,17854,10,4301,0,0,3,333205,5,406856,10,740061,10,447708,3,90587,5,201766,10,292353
1779,VIC,3274,160,75,150,4641176,100,751815.99,70,55389.89,0,0,80,682217.24,0,5286.31,75,2470293,10,8311,0,0,0,0,10,47230,10,59735,0,30713,0,0,100,223769,30,14929,50,459387,50,196868,155,5509815,30,78414,0,10037,55,15465,0,13325,45,53282,0,192,0,330,0,9996,30,29116,45,21680,90,335205,0,4107,0,88209,0,29891,60,889596,50,403689,20,52079.88,0,0,0,0,0,8483,10,187873,15,702526,15,115727,10,4513,10,4513,0,78.84,15,463561,10,196560,0,58222,15,178978,10,68498,0,-38697,15,29801,10,3999,0,0,0,100000,0,3368,0,0,0,1340.6,80,26559.52,15,6397.19,0,2812.55,7,1488348,13,684565,20,2172913,20,2052722,7,23393,14,141415,20,164808
1780,VIC,3275,245,80,240,10245377,185,1787297.36,165,137884.13,0,3032.88,175,1849222.84,0,9943.49,175,7784107,30,105617,0,13119,10,41333,15,57850,0,87801,0,34085,0,0,130,285696,25,23136,55,719956,55,308537,240,10788021,75,131082,10,15386,125,35558,10,16894,120,105071,0,203,0,47736,0,35472,105,12667,125,41591,200,519220,0,5112,10,169107,15,71568,15,-185097,45,926736,15,7115.77,0,9936,0,94982,0,25443,0,63456,10,128238,15,95083,10,5521,10,5521,0,307.95,20,310390,15,187738,0,26341,20,109378,0,76775,15,-89842,20,-13067,15,5939,0,623,10,51713,15,25430,0,1945,0,2839,145,46148.56,20,9107,10,1712.93,2,20897,18,944362,20,965259,20,649021,2,-55585,19,353451,20,297866
1781,VIC,3276,295,105,290,10422799,195,2011113.13,155,137102.59,0,5587.01,175,2013964.86,0,21509.68,205,7860062,50,124719,0,40512,0,31138,20,90127,10,65766,0,15934,0,44890,170,188119,50,42712,80,397989,80,170454,290,11040993,75,148883,15,29060,140,44385,10,9906,135,174336,10,4083,0,0,0,2978,100,16415,125,29792,210,562023,0,3694,10,173493,25,93198,70,-292679,60,1435270,20,358235.14,0,38453,0,31685,0,23254,10,74416,15,144650,20,179534,10,81228,10,66207,10,9813.64,60,763068,40,409798,15,18141,55,210742,30,253294,30,-128907,60,124387,25,1844,0,44627,0,70700,15,31485,0,338,0,4602,150,50115.58,30,13521.07,0,28894.44,10,255316,20,667236,25,922552,20,817768,10,-50189,21,153340,25,103151
1782,VIC,3277,1100,440,1090,49901485,895,9494588,770,679702.76,10,10152.09,800,9634984,20,50533.32,775,33492949,185,317191,10,54155,10,28522,50,263496,50,493426,15,90012,0,83604,630,1604222,185,200207,355,1193105,355,511059,1095,52505780,250,453691,50,45771,565,151758,40,70805,550,549346,20,5700,15,33159,25,109309,445,93477,495,139849,865,2484509,15,11579,70,1226737,75,605736,170,2915251,290,5391933,110,204964.59,0,91627,0,143271,10,29783,60,256502,85,1415048,75,663962,65,36529,65,13209,60,1445.56,135,1598597,105,903336,40,69681,135,671696,55,360313,80,-406429,140,-46116,70,68305,10,9467,45,724965,60,106391,15,11152,30,11145.6,665,214497.41,90,39654.61,20,37730.4,32,4231663,89,9073654,115,13305317,110,8747618,31,122734,89,4299450,115,4422184
1783,VIC,3278,155,55,150,5462854,110,918398.99,95,74835.08,0,6812.39,95,950087.43,0,18917.04,115,4742652,30,53825,0,2296,0,11799,15,101250,0,53512,0,18592,0,18624,90,132096,30,9288,50,170835,50,73203,155,5809301,45,101498,15,14633,75,20243,10,15889,75,62673,0,0,0,65,0,7470,55,8130,65,15749,120,346310,0,1580,20,339550,10,69515,35,-281311,25,217906,15,13587.2,0,0,0,133723,0,2396,0,59997,15,353150,10,108793,10,8206,10,6345,10,706.89,15,345598,10,90662,0,3353,15,115378,10,154379,0,-18174,15,136205,10,769,0,20,0,85211,0,14749,0,1173,0,5530.6,85,24184.64,10,3654.41,0,706.44,2,273148,8,1582262,10,1855410,10,1663197,2,-99391,9,292882,10,193491
1784,VIC,3279,170,65,170,5927940,125,1230496,95,86094.06,0,848.47,105,1254329,0,13109.48,95,4109246,20,50791,0,31815,0,38042,0,28976,10,103045,0,5801,0,19833,105,266211,35,58159,50,111450,50,47752,170,6286238,40,84022,0,1904,75,19464,0,25174,65,56682,0,568,0,3291,0,4074,55,12741,70,18655,125,355327,0,0,0,171608,0,29911,60,-576726,60,1682173,25,68363.09,0,0,0,945,0,13527,10,62188,15,125405,10,229291,10,5271,10,5271,0,775.56,35,385258,25,161810,0,7864,35,173164,20,125083,15,-82663,35,42420,15,7476,0,17010,10,110207,10,18545,0,0,0,2705.15,90,31098.51,15,4665,0,9855.23,12,1293418,7,319064,15,1612482,20,1446011,13,-5618,7,161451,20,155833
1785,VIC,3280,17725,6355,17635,779026971,14035,137780322,12145,10271408,245,322741.18,12690,140579771,515,1673100.23,14040,606519541,3290,6645810,180,1650468,260,1833271,1820,9542941,1165,10652550,310,3899630,150,2383856,9690,18442901,2125,756989,4560,23250925,4550,9956078,17670,821679195,5210,9877386,1290,1766519,9895,2588904,780,1258450,9845,8935688,250,69712,285,495304,415,3313547,8315,1709757,9100,2450051,14705,40744674,305,617463.09,1615,29176429,1765,13085431,320,-885321,3185,78502201,1230,4671326,35,677454,25,400255,140,1087642,875,7190092,1245,21487317,1425,20506249,1030,1373894,985,629224,885,121226.01,2010,29474586,1580,16948275,750,1740648,2005,13232164,775,5659183,1260,-8105684,2035,-2446501,925,1109496,205,667969,420,6676954,820,1554420,80,50688,550,306872.39,10215,3336592.17,1495,632673,340,1001399.99,92,7078582,1320,103673046,1400,110799515,1380,78138975,113,240207,1352,31870365,1450,32135778
1786,VIC,3281,985,405,970,40901067,745,7352681,655,557852,15,18285,690,7511847,25,67143.36,715,31844565,165,319495,15,184218,10,60016,50,212447,35,330738,15,130403,0,75912,550,1045960,160,72650,275,922474,275,395193,975,43531496,295,614292,70,159876,515,137937,35,28704,495,468214,20,4573,15,27347,30,137791,380,79779,435,145898,780,2384586,10,13532.72,70,1453782,80,662896,110,-452281,250,5684573,70,338119.11,0,0,0,51024,15,105362,50,274379,70,1168684,80,706790,60,195158,50,36604,45,18923.8,120,1615167,100,993596,50,126409,115,684217,50,343226,75,-532281,120,-189055,70,92591,10,223422,30,405678,75,165471,0,2525,35,18999.68,535,178358.56,75,29620.04,20,73964,21,1652643,83,5748751,100,7401394,105,5708246,24,-293433,86,1905380,105,1611947
1787,VIC,3282,1550,555,1535,61752541,1200,10573179,1035,836220.77,30,38203,1080,10681063,40,103951.48,1175,50273207,320,447570,25,414324,35,729481,105,522527,85,836899,25,326397,15,314426,885,1477489,215,111087,400,1521981,395,652489,1545,64947459,450,802586,90,138118,860,222364,55,68431,830,682521,30,7387,30,61535,25,56899,670,109214,775,209330,1240,2904563,25,44898.59,125,2245720,135,946966,160,342851,325,3509868,105,200691.23,0,50725,15,110988,10,308867,70,869940,100,2458042,95,2876340,80,191566,75,56745,65,5993.56,160,1875762,130,1292443,45,101428,160,806076,70,345796,95,-669981,165,-324185,115,132604,25,28009,35,396550,85,143343,0,3493,45,30637.03,875,283275.62,160,66823.58,45,170400.81,40,3979323,114,6825618,150,10804941,150,8929570,42,-271438,117,2122182,155,1850744
1788,VIC,3283,595,245,590,23919103,450,4299284,380,325813.36,0,8093.26,410,4409662,20,55267.17,440,18317021,110,206809,10,151398,15,91127,45,214227,20,200426,10,130538,0,32721,345,598670,85,36734,140,654258,140,280312,590,25493534,150,341562,45,66405,300,75526,25,25290,295,264710,10,2352,0,19140,10,31904,235,28882,255,69783,460,1222924,0,9353,45,824161,45,302869,95,47304,125,2833904,35,112537.47,0,9172,10,213323,10,108770,30,169409,40,624170,60,401310,30,47592,30,17845,20,847.6,75,1235700,55,703353,20,67021,70,510366,40,265782,35,-310822,75,-45040,50,33605,10,23124,15,262025,20,35073,0,3419,15,5095.5,340,109942.62,50,20385.79,20,23476.63,9,1397603,54,5828101,60,7202212,60,6310642,9,-17232,54,753812,60,792878
1789,VIC,3284,2020,930,2005,89840250,1495,17196318,1255,1167587.2,35,48872.03,1325,17230196,50,162751.13,1315,57711875,330,759795,30,147665,25,282043,140,754771,170,1478813,40,410284,35,644135,1265,3293302,350,225899,655,4707374,650,2017053,2010,94755407,450,968991,125,283833,840,225814,75,105626,875,924898,25,13161,35,42021,55,168877,780,234837,945,362906,1555,4497185,45,95755.92,175,3106479,175,1241332,120,778723,485,12815453,155,1474747.99,0,67539,15,63259,35,185823,135,1488452,200,7406040,240,3627446,170,426899,155,320056,140,91791.1,315,4721445,210,2265720,85,181838,310,2119849,145,1177355,175,-1023317,320,154038,140,173273,30,150521,55,955128,95,208297,15,10338,50,23470.66,1020,344102.98,205,86398.78,45,227196.58,42,2530534,226,17972710,260,20503244,265,15133918,49,19998,232,5079734,270,5099732
1790,VIC,3285,680,300,675,27413782,495,5080993,410,362080.52,15,23074.41,440,5159667,15,46447.91,470,21501458,115,391776,0,32685,15,107757,50,238696,30,284559,10,211514,10,300475,440,1047419,125,82280,175,477668,175,204660,680,28923391,160,368542,55,84841,300,79308,30,75478,295,282636,10,1223,20,38086,0,13897,235,77804,270,88124,510,1444604,10,31450.18,40,613432,55,461530,130,-101838,170,2221993,45,54986.46,0,7073,10,179932,0,59279,35,294541,55,834663,75,833286,50,78843,45,4879,45,678.82,75,1256063,55,848776,20,101113,75,560530,30,168164,50,-422520,80,-254356,40,22643,10,91955,25,269610,35,64620,10,8773,30,20077.68,325,108233.52,75,28697.42,15,35279.03,32,2904215,52,3932110,75,6836325,75,5781655,34,-57413,54,1066463,80,1009050
1791,VIC,3286,375,155,375,13191300,275,2215240,225,170758.78,0,4619,240,2160035.4,0,4794,235,8149362,65,336419,0,29887,0,3496,35,216918,30,195083,10,120040,0,50445,220,532305,100,55127,130,506017,130,216938,375,13798272,75,170231,25,65618,155,40169,10,22786,125,105287,0,2488,0,5604,0,2602,110,14696,140,41691,255,592402,0,18212,20,362142,15,198884,105,164343,120,1931197,30,64303.08,0,24127,0,71240,0,36445,20,261966,30,1771343,40,554947,30,58875,30,28526,30,6271.27,35,385648,25,277726,10,23976,35,145854,10,39841,25,-101749,35,-61908,20,22082,0,87,15,101366,15,19864,0,3423,15,8595.4,215,72269.47,55,22628.52,0,13702.48,17,1251548,25,2424778,40,3676326,40,3198246,18,-16202,27,500097,45,483895
1792,VIC,3287,275,110,270,8642806,180,1466703.3,140,113032.24,0,5399.58,155,1422235.99,0,8731.65,165,5723066,35,71279,0,3650,0,5343,15,77360,10,127845,0,13157,0,26691,165,489496,65,118500,85,220442,85,94455,275,9337563,50,118845,0,12873,100,33957,10,10533,105,110099,0,0,0,57228,0,552,70,15342,100,23154,175,631643,0,1973,0,116498,15,102371,95,698702,85,1044491,20,184099.75,0,0,0,46259,0,25877,15,196688,20,279577,25,97993,15,8978,15,8978,10,293.58,45,402114,30,240775,0,7935,40,159435,15,122461,25,-128492,40,-6031,25,3601,0,16687,10,186577,10,62483,0,395,0,960.2,140,46081.84,30,11180.66,0,546,20,1238812,13,459393,30,1698205,30,1672566,19,-191387,13,174849,30,-16538
