,"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151
1609,TAS,7322,1978,1969,95232720,1610,17638688.74,1353,1666303.97,26,32113.98,1351,1691845.53,1462,18302267.22,55,180671.02,1622,80320995,1597,18234830,379,624433,32,308684,29,224132,235,1362289,141,1480371,23,311060,36,893563,874,671013,163,42311,415,1059909,419,428975,1973,98896698,534,1031527,128,200131,1252,310658,51,84541,1035,1066099,1415,2692956,36,5390,22,9091,10,11366,481,165603,1012,215538,1568,3535776,101,2383954,28,531553,189,1792188,19,-219393,208,5922788,64,252983.5,12,199541,4,160856,10,58013,66,654751,53,121477.48,87,1436051,116,2131305,69,635667,58,48880,57,254172.45,252,3063287,207,1493846,104,204153,253,1496731,112,565298,142,-696741,256,-131443,26,153879,11,21767,21,220792,78,170587,14,663574,112,10428999,122,11090473,123,8320804,15,-93256,113,2796637,124,2703381,65,560217.04,36,73981.02,89,31438.79,1067,335077.75,888,768,479278,99,43579.47,104,35470.39
1610,TAS,7325,4382,4347,204294273,3481,37620482.27,2901,3536936.12,56,71229.64,2899,3597448.85,3152,38745963.88,83,278356.73,3448,171100933,3341,39310486.49,838,1606339,49,666064,59,506390,480,2929540,297,3260852,56,631941,106,2519191,2113,2102834,373,158399,944,4620121,942,1874936,4361,214910687,1150,2256989,295,437593,2545,648713,97,188642,2144,2306091,2924,5838028,90,26215,101,30113,48,121977,1036,482715,2061,431086,3380,8754135,208,4961825,76,1197730,411,4011774,207,2848017,533,10010350,170,758009.77,35,625708,20,411363,46,319264,190,1291262,133,201250.33,250,4889145,262,5416684,188,1248201,155,454263,153,400523.51,593,7446061,441,3171764,224,413598,591,3787966,282,1571715,315,-1498982,600,72733,53,187838,27,125606,73,1387885,175,407167,77,9451265,274,22014041,340,31465306,336,26645908,80,-1009561,279,5054516,348,4044955,147,1077822.02,92,215239.18,264,114833.55,2314,736913.33,2017,1735,1127629,219,85614.8,239,83795.16
1611,TAS,7330,3688,3643,169793648,3035,31436563.25,2542,2994484.88,55,96856.44,2542,3091313.29,2780,32947586.23,46,142742.29,2920,129551529,2838,27252176.77,732,934802,25,221970,46,178521,330,2089411,206,2201367,43,365534,18,471757,1722,1686538,311,67832,605,2118802,603,875838,3671,177170827,691,1051491,183,230307,2266,642311,74,129293,1624,1430662,2520,3484064,19,5089,31,24902,15,55487,714,230202,1855,486591,2916,5940546,104,2583681,39,670277,250,2845813,426,9631731,585,11369155,194,288809.02,19,295409,19,119781,54,332620,163,7796256,125,2941517.99,215,21731816,226,6682917,169,308125,148,156893,135,19633.4,424,4130332,314,2007295,96,97973,423,2244672,203,730211,223,-949819,428,-219608,66,179183,37,244881,86,1270533,169,376772,94,15770712,268,22165617,343,37936329,332,31621682,97,111567,272,5819343,350,5930910,180,1233163.91,47,74383.5,526,240705.6,2189,685138.98,1491,1322,747486,149,54168.8,142,48023.31
1612,TAS,7331,343,337,17053341,282,3180102.14,247,298887.31,10,13618.24,247,312505.55,256,3244787.39,10,29921.73,261,12039312,248,2794552,51,127098,7,64061,3,25960,20,144931,26,199930,7,97984,7,185198,190,267171,28,20374,67,382149,67,149081,343,17976534,69,128802,23,38485,189,50674,2,345,148,123523,215,341829,5,1428,5,1585,3,344,89,33241,162,64322,272,842397,8,193377,3,43062,36,348264,28,612943,87,1934698,8,5089.08,4,39242,5,75070,3,12425,16,310149,10,55738.11,19,1009525,22,380818,12,26855,10,9492,9,3869.07,54,531193,37,236827,5,12599,54,274008,32,125158,22,-117399,54,7759,3,3049,2,141236,18,350422,21,48710,5,453825,33,2877976,36,3331801,37,2251849,6,104584,32,936625,36,1041209,21,174202.79,11,25302.74,58,28791.07,177,56733.12,181,161,102879,19,7694.78,17,6695.78
1613,TAS,7467,803,794,37550355,623,6792775.81,512,636605.65,23,27287.17,511,661715.68,559,6999690.73,17,49570.3,668,33283017,654,7951873,165,624087,8,45268,12,48324,165,1166100,62,782382,9,46804,12,250105,328,217751,77,10257,123,170642,122,69394,796,39237158,248,604206,48,109273,534,144609,29,40358,433,426895,581,1325341,13,5964,6,7743,6,13133,232,64804,454,135007,647,1614704,15,265665,7,74706,75,510930,0,0,50,1000404,27,139009.62,9,92520,0,0,12,59252,21,187235,16,33575.92,28,420370,35,402996,24,396899,21,21042,23,153174.98,79,1076268,65,555454,31,81212,80,684027,26,129700,54,-374125,80,-244425,16,118831,0,0,0,0,28,62712,2,35460,37,1721337,39,1756797,38,1265520,2,6625,40,434121,41,440746,17,67364.7,6,3736.84,14,6104.61,390,121287.62,311,282,189142,34,11097.91,39,11045.1
1614,TAS,7468,430,425,21872267,344,4257447.55,307,390194.54,6,8755.49,307,396241.81,322,4362412.59,8,39399.66,346,18089767,339,4375690,79,379127,10,257954,4,77798,52,312208,22,256695,3,26678,6,123229,177,139660,31,2412,69,458414,69,185525,426,22840736,131,287896,34,61532,261,77271,14,16030,207,199564,285,642293,6,2093,4,930,3,3698,69,15076,201,63735,322,885824,1,17666,3,51828,30,256036,12,253276,66,1216951,15,37123.95,2,262266,0,0,13,120570,16,64468,13,13677.33,19,139309,17,200347,14,71193,11,6548,14,52298.28,55,578762,41,276749,23,32219,56,372141,28,79683,28,-182030,56,-102347,2,152,5,874,10,141244,11,16755,2,169650,27,1560905,29,1730555,30,1291107,2,149095,29,212845,31,361940,11,100676.34,4,8790,36,15823.43,214,67416.33,186,156,106843,29,12990.31,29,8462.97
1615,TAS,7469,350,347,20696964,288,4491801.3,249,377954.89,10,8398.24,249,386353.13,261,4672455.49,10,41146.02,294,17524136,289,4858135,97,429019,7,403055,5,250094,45,318360,21,247484,1,24000,3,49310,115,71081,11,625,37,541846,37,210347,348,21238600,95,205079,15,13888,237,59145,7,12023,185,130139,257,420274,7,1344,2,83,0,0,82,25576,207,56567,281,531407,1,22419,18,158383,27,208918,4,289712,16,379597,4,943.89,5,49317,0,0,2,80591,8,49520,3,623.76,9,98113,14,276579,4,198503,3,1203,3,109.61,39,454076,31,161191,14,6423,40,291084,18,87054,22,-91676,40,-4622,7,35543,1,10,1,960,13,26603,1,13236,18,1686240,19,1699476,17,1473780,1,7641,18,79179,19,86820,7,24838.83,1,2234.95,16,5221.5,146,44822.02,142,120,71307,22,9482.64,22,9178.36
1616,TAS,7470,336,333,22684102,271,5265035.23,248,423472.45,6,7924.58,248,431397.03,257,5618012.59,9,52196.3,308,21931455,304,6182691,51,181458,2,11030,4,74533,35,244863,13,118289,5,37743,2,78566,132,122280,18,487,51,14125,51,6038,333,23352416,83,161745,18,27435,227,48444,12,32803,211,205464,261,475891,9,1342,4,11814,1,373,113,69229,200,53876,276,668314,7,101475,29,230120,48,366030,0,0,21,207168,13,3195.72,2,13437,1,6414,6,24331,15,117483,11,34261.45,16,346258,25,467309,13,3611,13,3555,13,531.19,56,800874,42,346330,11,45755,56,518791,18,134548,38,-244550,56,-110002,5,33607,3,2317,2,35973,10,19816,2,9003,12,745484,14,754487,11,556063,2,-4779,13,179994,15,175215,5,47622.65,3,3663,6,3849.88,120,38741.35,167,127,79296,36,18824.01,42,15462.27
1617,TAS,TAS other,410,408,18348956,313,3350809.3,254,311183.83,7,11224.3,253,321129.57,282,3449290.95,7,23395.62,292,14093623,285,3343631,68,174427,3,55012,10,86270,38,298687,25,299995,8,37605,16,424410,215,201976,28,18524,79,347865,79,142713,408,19417501,79,174977,30,92661,185,58570,5,5361,190,224974,232,556543,6,1553,4,287,5,61183,90,48305,189,52433,294,1035121,15,336131,6,102061,35,449391,28,660604,65,1283970,11,14194.6,1,14776,2,78913,5,104571,14,196578,8,25454.19,21,486352,39,1225775,16,207130,10,19047,11,28534.73,65,1026223,53,457135,19,78481,64,512930,32,199658,33,-221981,65,-22323,3,6200,3,1375,12,256697,22,53973,4,87061,38,3963692,40,4050753,38,3242063,5,-60058,39,766747,42,706689,19,122714.23,12,22402.4,46,20918.37,214,69213.61,205,183,132361,15,5770.52,40,12681.43
1618,Unknown,Unknown,178,176,7090360,122,1267526.2,93,108452.51,2,2563.94,93,111016.45,112,1319120.06,10,38667.59,143,6282856,136,1436872.98,24,35575,2,32638,3,68410,30,280436,12,161045,0,0,1,26923,68,70099,4,201,16,24979,16,10509,175,7299174,27,56819,17,17887,60,22660,7,12719,55,70973,75,181058,0,0,1,210,0,0,23,11190,13,10778,83,208813,2,40633,0,0,8,59203,0,0,1,153,1,56.83,3,57177,0,0,0,0,2,271,0,0,2,338,1,106658,1,21,1,21,1,5.34,10,174315,9,121067,4,4893,10,119543,3,13707,7,-84895,10,-71188,2,40455,1,132829,0,0,4,5577,0,0,6,208462,6,208462,4,112015,0,0,6,96447,6,96447,1,14118.13,1,409.51,0,0,79,26603.25,47,36,18817,5,783.59,13,3544.8
1619,VIC,3000,23297,22861,1205883875,16573,284710325.66,10544,18566980.32,367,455892.03,10534,18998871.87,15346,300654295.36,844,3945949.88,19670,914378573,18980,226427377.44,1990,8350527,141,1840143,230,2610414,723,4587422,170,1792637,61,1137052,105,3682508,12819,16112302,830,1644601,2196,33955130,2188,14149114,22898,1263796228,1964,4870529,2879,3384834,6234,1714323,1038,3314732,9897,10879280,12032,24163698,198,109958,324,3334057,240,1027186,4219,9376912,6046,3019633,13924,54954075,437,11583573,380,7489005,1364,10574051,45,2647163,1446,107490800,672,18419463.9,390,7741946,17,2473717,168,2662286,760,48805102,653,17656840.79,975,102601552,732,31978931,750,9574674,613,4364322,591,1372912.39,2320,60467185,1795,29503875,1110,5386246,2323,28743378,1066,10604729,1274,-13771043,2342,-3166314,252,1664018,114,3318611,203,5520843,729,8320926,117,3106376,1523,207567650,1633,210610536,1365,135126293,126,-1534127,1564,73987175,1686,72453048,951,25216453.12,96,380839.8,752,342838.88,10536,3514784.35,7804,5974,3449507,1173,248553.29,1935,894314.45
1620,VIC,3001,297,294,79827959,213,32061065.14,178,1516650.19,10,106191.24,178,1622841.43,204,33034316.05,11,53834.75,153,18456242,148,6746423,28,405198,4,72292,4,65142,6,60648,7,104186,5,136978,13,535119,173,1075011,56,705110,109,3740316,108,1602622,293,81541152,35,97709,25,64727,47,15814,6,6801,89,164385,104,349436,6,7667,17,65716,10,236173,73,408133,140,234229,192,1660756,7,621550,6,62617,18,241863,2,-9839,63,5951484,27,188396.65,2,36869,1,4920,8,99438,28,42220246,25,20508732.67,33,84722670,24,771076,30,5082989,31,2394097,25,1652597.12,52,2119014,33,779434,19,489416,54,1281072,31,679543,22,-1110451,54,-430908,9,163122,3,637,8,221758,17,134987,0,0,25,3026061,25,3026061,28,1487307,1,-4779,28,1474398,29,1469619,13,384727.24,13,63049.89,10,5002.64,77,23427.14,169,129,103624,8,4002.84,55,31843.9
1621,VIC,3002,3636,3583,472854154,3163,154447950.24,2816,8931294.57,89,141570.64,2813,9063642.96,3016,164198667.31,417,2101372.8,2760,243421027,2674,77973763.53,479,2452728,42,940723,63,2233267,127,652169,61,684014,42,3253669,55,3006946,2485,7856174,500,1539276,1095,35500568,1091,15099624,3595,499502238,694,1750838,514,985587,700,206481,233,854598,1799,3338927,2031,7136431,94,76904,100,982293,178,2354871,1344,6500513,1479,2311539,2819,26265690,241,6508779,136,3965283,448,5955654,40,-140803,860,80373300,482,17845361.73,58,1878516,20,2785808,64,1353063,394,55895770,362,24906557.26,540,116666990,382,40376677,423,9419615,377,4682976,332,849205.42,674,22813391,518,12936301,314,1552963,683,11976790,294,4447526,391,-8100189,686,-3652663,123,539169,50,749944,180,5390198,240,1485772,26,884587,426,70170619,446,71055206,410,38365187,33,-1441895,448,32101933,472,30660038,327,11632865.53,75,735822.27,300,175896.88,1305,391235.17,2694,2119,1561979,292,97034.11,880,512754.14
1622,VIC,3003,3941,3899,233900343,3142,53445757.11,2435,4028743.07,91,110768.8,2436,4138595.46,2955,56415669.57,352,1676391.34,3474,201395713,3395,53383192.13,472,1372745,40,540343,54,1033185,198,1106711,45,487781,14,234361,23,531276,2309,2441736,242,292597,592,3059019,589,1267551,3902,242918617,673,1652270,563,641511,1213,327479,224,774160,2044,2546622,2411,5942042,55,20475,66,209826,74,289275,1123,737888,1191,437320,2735,8836419,143,3738486,83,1402155,346,3121674,10,-114698,315,13703782,146,1558684.22,58,1248945,4,43877,45,684976,165,3074172,146,1115822.83,210,6690616,176,4958815,173,703333,154,423476,150,459239.04,495,10935716,413,5586117,254,805838,497,5264520,185,1928728,315,-2649487,502,-720759,60,302806,21,224876,37,692127,177,482084,26,1207717,332,22589987,358,23797704,319,14423837,27,404372,340,8507713,366,8912085,216,2352690.93,20,63274.9,180,81606.25,1810,570010.51,1840,1447,780447,248,58318.36,530,188546.09
1623,VIC,3004,7360,7235,654650514,6125,185909240.61,5161,11742405.81,200,257823.94,5160,11990699.2,5818,196544119.14,471,2271497.28,5577,423067671,5368,123972794.91,1041,8880751,86,1937805,141,3680750,220,1346003,137,1431208,59,1409801,69,3963671,4849,12196842,758,2128904,1727,30200419,1717,12695059,7255,691962435,1516,4748955,1150,1996593,1787,559617,368,1607048,3656,5672126,4154,14584339,144,81605,218,2049295,249,1241774,2312,7382049,2916,2808978,5420,36053163,301,7758612,238,9388648,760,10068757,30,-2027742,1230,77919996,644,11917029.41,116,4523439,12,271935,101,961118,601,63263395,527,26378127.21,800,132139812,660,35433866,612,7562607,503,3145760,464,1123162.13,1263,34714406,993,16878778,610,3001228,1259,16765158,502,6569684,771,-8500442,1276,-1930758,177,1158726,73,839782,194,6042742,401,1760548,43,4559398,614,63027330,654,67586728,604,41202278,47,919561,636,24118833,678,25038394,443,7633735.37,104,521337.37,394,199837.3,2836,865086.01,4837,3989,2900365,532,144947.26,1438,798627.26
1624,VIC,3006,12721,12536,889136872,10347,225571242.33,8104,15094960.89,291,374214.93,8103,15455747.21,9824,238814310.73,801,3509349.19,10695,706307730,10428,193616905.85,1527,9889589,128,1637056,180,3431099,410,2215875,121,1245916,67,973396,57,2287105,7820,11038646,756,1132922,2013,38924619,2008,16523111,12546,925384985,2152,5817202,2024,2574330,3908,1199217,761,2490828,6617,8756377,7751,20837954,187,128675,220,737185,271,1163737,3524,4369510,4221,1809006,9009,34549840,308,7706637,418,13757444,960,8638953,38,-117621,1160,42798702,610,6683303.92,260,6274683,20,700321,152,1425162,654,32740406,584,13418076.77,897,72210980,715,39117662,693,10055992,571,3373570,544,1624704.05,1838,48979391,1497,21855898,965,5293622,1840,23317875,719,9131163,1127,-10619167,1848,-1488004,151,939410,98,948791,132,3649018,587,1699919,69,2241301,909,94483827,975,96725128,856,67943921,79,222431,954,27488155,1027,27710586,609,7806714.93,81,268406.82,461,178947.32,5527,1705811.51,6526,5220,3031340,906,205598.92,1798,761710.69
1625,VIC,3008,8645,8504,568347389,6857,137594034.72,4891,8966004.3,197,259781.86,4892,9224759.96,6504,144890421.18,343,1634339.79,7297,469342118,7101,128345566.68,853,6536880,91,2397198,136,3220613,210,1189522,82,922501,49,745663,45,2049171,5041,8749289,450,292597,1228,14790000,1224,6137621,8506,591559748,1407,4264548,1541,1630478,2669,679910,411,1137790,4687,6351788,5270,14064514,141,92851,168,766762,139,520154,2236,1477781,2976,1440719,5994,22713011,158,3825096,248,5807131,685,6379828,15,-60904,755,38722534,332,11128491.65,120,3329213,8,17638,95,846146,372,13889320,318,4887842.32,503,28907182,451,14519453,393,4491932,284,1731388,311,607603.97,1225,30943792,1023,15919131,721,3857209,1232,15328070,442,4209146,794,-8369764,1236,-4160618,107,517777,52,278128,93,2949799,383,1376039,39,1106266,553,30721435,589,31785244,537,17189494,44,358286,584,13829748,624,14188034,346,3744570.8,73,216565.75,297,136953.44,3602,1110040.81,4049,3181,1865178,626,140324.25,1082,478807.99
1626,VIC,3010,51,51,6870476,45,2235974.76,37,126897.18,2,1049.24,37,127946.42,39,2383929.68,4,15771.09,43,6074245,39,2201763,8,22318,0,0,0,0,4,33715,7,62667,1,8352,2,15959,42,78303,6,928,14,12566,14,5249,51,7112025,10,13388,7,47519,12,10016,2,550,29,48529,30,120002,1,287,1,60,0,0,21,75115,32,33215,38,241549,0,0,5,370515,11,131218,0,0,8,308716,5,35705.76,1,229,0,0,0,0,4,301907,4,139417.92,5,604153,5,191149,10,172645,8,129414,7,19737.5,8,170933,7,113749,1,24,7,75000,4,40115,4,-57955,8,-17840,2,56,2,2316,0,0,1,12870,0,0,4,46847,4,46847,4,20483,0,0,4,26364,4,26364,1,1486.39,1,1252,2,2000,12,3034.3,34,24,14720,6,1177.61,11,4981.15
1627,VIC,3011,13713,13614,740237080,11320,148648431.35,9403,12979179.65,257,317645.57,9401,13294687.63,10615,157978626.47,1276,5261219.91,11918,665151859,11639,164866032.96,2179,6656066,174,1767677,227,2434266,1271,8213666,238,2666381,68,1028402,70,1965775,7777,5578057,721,268911,1836,5573977,1828,2334183,13623,770021173,3314,7390272,1882,1833486,5467,1610159,727,2028076,7841,9321653,9185,22183646,178,78782,246,257138,166,292028,4684,1866405,5725,1555369,10321,28912291,729,18191874,269,4899376,1123,8037648,20,369360,954,20872384,420,1326836.4,216,2882261,13,204674,190,1599482,456,7712893,388,2354727.22,594,16807290,527,11267331,441,1601107,380,575699,374,212044.02,1768,32301753,1507,17869935,770,2218442,1777,15737137,662,5281851,1127,-8805612,1791,-3523761,140,1511918,71,542418,70,1411573,554,1245716,76,1008060,1550,77042081,1623,78050141,1510,48370178,82,369826,1586,28183295,1662,28553121,984,5196581.71,85,255358.2,760,247804.87,7127,2219940.39,5957,5057,2647164,643,149954.44,1508,504403.24
1628,VIC,3012,15738,15614,868745106,13223,174658495.71,11178,15417678.96,289,349612.05,11177,15762377.86,12384,186107281.12,1215,4852339.27,13593,785455385,13235,193757148.28,2786,9595194,199,2650265,282,2853160,1361,8522867,425,5046959,86,941485,81,1823674,8567,5671894,714,363650,2077,5863627,2073,2478162,15618,906130842,4793,11448036,2177,2231256,7151,2205614,719,1777349,9488,11530829,11016,29193084,188,90725,320,464602,182,403521,5870,1915361,7302,1850478,12212,36807738,682,16530039,397,6861764,1285,8782583,13,32606,1162,25431035,455,1470060.72,254,4367322,10,163288,191,1937605,543,7784281,446,2217084.07,666,16573309,589,10355547,470,1851621,397,803066,380,296698.09,2220,38440409,1940,23849361,1032,3167698,2240,18452024,726,5227413,1522,-12256087,2251,-7028674,187,1406467,82,396177,80,1179113,719,1622496,50,1273206,1743,171037059,1794,172310749,1671,136130747,57,368230,1777,34235434,1832,34603664,1093,6596920.04,103,220736.66,909,317534.01,8109,2463960,7348,6435,3483802,827,196502.14,1671,551201.55
1629,VIC,3013,9266,9218,668611667,8100,157667889.81,7357,12599570.52,252,312330.74,7359,12909384.71,7714,168272949.07,753,3201054.78,7967,581827972,7807,160050870.9,1626,7227180,146,2209665,196,3791876,518,3277845,224,2773708,80,1007971,66,1724503,5432,4201015,714,381434,1924,8702423,1917,3605024,9220,695271798,2921,7702364,1467,1549413,3395,1001937,440,1125778,5959,7776958,6647,19156450,169,76802,196,287059,219,528625,3970,1740014,4351,1516939,7535,26477971,485,12076727,333,5980557,1162,10069732,23,-222263,1093,33816762,490,2272532.77,120,2965601,5,64039,145,1586079,515,9393270,453,3051583.31,660,22320673,563,12239447,526,3476773,468,697216,435,236264.63,1752,32593181,1523,19836854,832,2509244,1757,15950566,586,4376546,1180,-10080029,1767,-5703483,138,433834,71,624808,94,1779344,617,1380029,37,2254308,1015,73148346,1050,75402654,995,48129935,37,341329,1042,25726284,1078,26067613,722,6092088.97,78,189463.12,638,262695.28,3858,1166186.51,5973,5167,3058820,642,163142.21,1981,771446.79
1630,VIC,3015,10786,10708,781046181,9356,185272720.13,8463,14701159.06,220,298340.02,8461,14997998.87,8907,197581769.92,720,3080633.48,9172,683291470,8977,188867244.9,2032,10010630,179,2903625,212,4151428,537,3119861,262,2718475,98,1152295,105,2787754,6327,6263012,891,423294,2327,10054090,2322,4221168,10714,813133961,3533,9792987,1660,1920407,4143,1201542,498,1324835,6885,9144310,7660,23384081,228,125106,277,660877,209,532345,4521,1598401,5248,1713770,8767,31852591,476,11415845,390,6455835,1460,12725355,16,51696,1362,38021912,576,2667411.76,137,2508090,9,102679,140,1250705,637,12955538,551,4080108.15,771,26096617,698,16970225,583,2221720,517,661185,466,306870,2072,39679748,1789,23501518,1052,3562908,2088,19574450,718,5502577,1377,-12461705,2098,-6959128,170,759693,84,564358,119,2103463,706,1652953,22,282759,1068,66389069,1090,66671828,1045,41563332,26,13051,1091,24363605,1116,24376656,665,5044744.61,119,283455.27,653,270271.66,4482,1346496.75,7158,6161,3797499,687,195920.11,2292,892555.1
1631,VIC,3016,9890,9812,824263483,8253,219910678.92,7372,15506039.72,198,281228.75,7366,15765107.97,7743,232067414.52,472,1899173.34,7613,589326494,7342,170935587.09,1581,11447959,131,3432539,180,7213886,449,2659939,315,3204574,139,2360783,153,4986036,6051,9808233,1169,976790,2935,34380702,2929,14382636,9826,861369226,2659,7753492,1212,1549756,2847,810913,307,835766,5498,7766021,6081,18715948,225,86789,344,1139136,371,1137108,3912,3831023,4523,2227089,7698,36070605,398,9567482,405,8190238,1534,18693735,34,248053,2070,92774712,950,8699077.93,117,2820979,11,588843,133,1467882,859,32155956,728,11548178.95,1097,71829315,918,21591259,885,8280828,759,3984381,714,1755186.81,2127,48397565,1709,25669842,999,3751194,2136,23624829,866,8432485,1291,-13080785,2160,-4648300,252,1313550,94,684200,255,6493851,681,2412717,18,536350,909,104704034,925,105240384,881,71694732,27,-488106,932,32575110,956,32087004,582,9577536.78,188,631648.71,688,361763.16,3762,1179004.52,7356,5877,4172880,624,228319.75,2347,1165551.32
1632,VIC,3018,7968,7932,489883639,6669,107020017.6,5805,8882214.79,181,216593.45,5804,9097167.98,6206,113302649.01,401,1592701.88,6301,408335045,6151,106136425.58,1415,6049050,115,2238458,167,3695380,426,2534099,390,4224024,92,1203045,133,3923163,4820,5697175,721,456462,1871,11149071,1869,4653510,7933,511590903,2408,6303634,891,1135263,3323,986347,296,673845,4671,5804508,5256,14903597,165,73441,193,415067,183,367500,3239,1123301,3979,1225480,6271,21451889,275,6651935,235,3978528,1013,9920880,17,-175795,1071,27399459,476,2090319.78,100,1539622,1,1500,93,798486,501,10063927,398,2781736.07,627,23093205,542,11114156,513,2127878,423,1061856,374,134337.48,1491,28240283,1180,13813653,726,2456412,1492,13902863,625,5599891,876,-7532536,1503,-1932645,118,981120,48,307969,90,2395908,388,938881,19,499050,638,52615992,657,53115042,616,37965571,21,120770,643,14332712,663,14453482,402,3033134.3,137,364084.85,449,173262.03,3600,1107225.04,4678,4051,2674357,460,123460.94,1116,422622.58
1633,VIC,3019,4477,4432,189390420,3503,31738190.86,2624,2982939.74,69,77361.98,2623,3059377.76,3195,33444176.73,229,883165.81,3764,169824878,3602,36391845,744,1768515,54,541261,75,348697,607,3940936,121,1517488,16,138784,12,274318,2034,1274697,100,54326,325,989396,324,420669,4434,197944211,1160,2802928,374,338423,2297,773667,174,316169,2476,2652989,2960,6884176,49,22549,70,70218,17,11825,1428,500629,2037,412143,3207,8431999,133,3130773,60,1057232,213,1141929,3,59341,204,4750183,51,218642.42,60,844258,4,35765,44,303250,96,3329689,91,973660.92,111,7453254,92,2154774,48,288552,40,61658,39,19378.72,620,10119342,550,6858001,231,688832,622,4633761,218,1347932,409,-3409184,627,-2061252,43,264387,19,101022,12,277040,139,250663,15,396471,495,31153324,509,31549795,475,23800915,18,90428,498,7566296,514,7656724,251,958014.68,21,31600.43,206,63892,2626,865256.61,1206,1062,461046,127,23280.5,199,60568.44
1634,VIC,3020,22618,22416,982316980,18174,164992671.37,14098,15923853.02,308,372937.95,14098,16295850.98,16462,174213693.1,1011,3836661.05,18583,867787497,17889,187870258.82,3849,10530086,300,3595620,373,2942639,2697,17462025,880,10326832,90,1058160,113,2411588,10831,7797782,731,280570,2145,7411334,2147,3100909,22434,1027547993,6117,14443262,1855,2144109,11855,3997243,755,1494147,12682,13707933,15038,35786694,260,173225,413,247197,140,394748,7970,2602114,10844,2205409,16632,44508544,640,15014200,302,5349163,1306,8404827,21,175939,1290,26515277,382,722126.77,291,4855572,5,111427,193,2129254,550,12025601,459,3198242.01,664,24728964,569,13968635,398,1369528,315,494028,286,133554.06,2808,48863548,2359,27970064,1216,3505888,2823,24329871,1043,8746277,1792,-15688552,2840,-6942275,230,2730691,67,521766,65,1301021,790,1770132,62,1961683,2636,159746110,2695,161707793,2522,115191562,66,601773,2641,44773525,2703,45375298,1542,5623453.83,114,236963.69,1208,352774.54,13362,4304747.06,6201,5406,2849952,679,182054.52,934,266971.06
