,"Taxation statistics 2014–15 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2014–15 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
2146,VIC,3865,287,282,12816402,227,2308689,197,221463,8,12656,210,2296442,2,5043,221,10300450,69,157665,8,164679,2,11988,20,117315,18,224643,3,21232,3,47600,140,140610,21,1648,61,307393,61,132023,286,13614611,83,166401,27,88826,160,45906,6,15127,143,109961,0,0,1,35,2,11913,83,16952,111,28842,220,766430,15,292269,26,150327,22,177874,56,595990,9,18694,0,0,1,15910,8,98246,5,20152,4,1524,6,33025,15,106189,7,4247,6,484,5,89,34,476486,27,193457,9,28167,32,156041,16,174340,17,-75519,34,98821,7,185,2,66437,10,247637,12,32674,7,318455,23,1218662,28,1537117,28,1140431,7,-1106,24,326138,29,325032,15,51386,4,6351,1,189,166,51731,77,214,2274518
2147,VIC,3869,1038,1031,58201205,841,12299981,736,1062103,38,47316,769,12914318,28,75777,839,50757443,244,901028,24,430882,60,996987,87,478047,71,686431,23,392201,5,92840,625,857006,127,93649,281,1015850,280,433965,1037,60836543,325,817031,81,94137,641,178760,55,66828,637,694315,13,6862,17,34266,13,31274,490,111777,502,145114,814,2490641,77,1306817,188,1863265,80,363049,149,2217688,73,139727,7,141420,16,209731,10,36670,54,388372,29,114427,72,1337201,103,1162734,54,71206,49,17231,50,1863,155,2289510,136,1253025,49,107247,162,1402033,54,229323,109,-702118,163,-472795,45,23370,4,161093,11,217467,35,85081,27,1896932,66,3043843,92,4940775,89,4579596,28,-478885,67,703205,94,224320,34,117382,23,55315,9,3822,481,158222,516,810,13101291
2148,VIC,3870,672,664,30541997,504,5642846,421,526252,15,23551,447,5865108,14,45809,486,25966695,160,531151,18,132114,23,235983,60,342397,56,647125,9,105684,5,94318,387,537924,62,29609,143,450919,143,193125,670,32393509,196,475816,50,95935,348,98134,25,63709,368,395750,3,524,13,4230,9,8795,280,60733,315,87034,498,1696148,47,870806,66,703157,68,586949,111,1182214,42,66947,5,29536,6,547475,12,91936,29,118683,19,12297,39,582945,46,855449,28,181753,20,10894,22,91380,64,773287,44,411559,11,50786,63,442546,22,80277,42,-211881,64,-131604,31,138345,8,47677,15,373331,15,28754,25,1570291,57,2557878,79,4128169,76,3428461,28,-492532,58,1022513,82,529981,30,228498,9,18486,6,2772,313,104094,267,469,6321261
2149,VIC,3871,1538,1519,70030621,1209,13096037,987,1209783,21,36354,1053,13522680,33,111378,1107,56146414,351,798716,22,173298,45,362738,128,780672,108,1270215,24,316466,15,414182,910,1294152,202,130826,460,1731746,460,742037,1531,73959730,394,942297,116,223300,781,202625,71,105438,759,804233,13,6411,30,8788,27,28172,564,165510,603,169945,1150,3048421,98,1770125,167,1625350,185,909117,296,3597226,99,102253,11,293337,23,271949,19,123560,94,1058015,58,226715,119,2448277,121,922097,80,415077,70,21486,62,71514,186,2302988,131,1227780,45,151409,187,1216377,81,421663,106,-714241,188,-292578,70,947038,20,96133,30,317259,34,73304,69,5491198,139,8141264,200,13632462,191,11712193,70,-450751,140,2321520,202,1870769,90,414283,31,65043,19,22845,821,271713,680,1063,13099350
2150,VIC,3873,203,202,9559058,154,1875468,131,170062,5,5298,139,1896488,3,12593,147,7867253,35,68927,3,100246,4,321381,19,129414,17,189702,2,15557,0,0,115,267913,37,42485,54,178549,54,76512,202,10051508,63,139371,11,32217,119,36548,6,17540,113,120040,1,92,6,603,2,2160,78,19377,87,35562,153,460768,14,256446,24,134252,35,432576,32,130172,14,5441,1,-5141,7,101931,4,28224,12,42228,9,4851,15,90143,20,179910,9,3136,9,3136,9,609,46,697117,30,250377,12,34656,45,392631,25,128015,21,-108562,46,19453,3,812,1,8,5,48278,5,8980,17,939419,14,748145,29,1687564,30,1598712,21,-83938,13,91612,33,7674,9,62954,2,2333,4,1835,91,31428,82,141,1987925
2151,VIC,3874,344,339,32714534,258,10771619,210,608517,8,11658,234,11566145,6,11165,225,10924600,62,162307,4,29825,4,45907,27,181855,18,157159,5,51535,1,3795,221,679339,64,84417,108,12494038,108,5354557,343,33767804,85,209531,26,62913,168,46755,7,5805,133,155511,1,1150,7,7794,2,5420,95,19866,116,42755,236,823172,18,316673,31,368479,82,1135095,91,1043421,20,8873,3,121384,3,52386,4,94502,32,208124,24,66248,45,384347,30,171469,20,111644,17,18215,17,9393,33,448388,28,199002,10,45596,34,269217,11,67117,24,-132544,35,-65427,13,8719,3,31149,16,254479,7,11193,14,1536608,18,834184,31,2370792,31,1756176,15,203285,19,361831,33,565116,13,132791,4,6557,4,1319,181,61724,152,209,2595805
2152,VIC,3875,9826,9750,432237056,7795,76047493,6529,7396390,138,184735,7014,79475830,207,667992,7429,336532322,2291,5410415,103,975732,158,1541071,882,5263961,819,8491807,122,1694116,139,3028789,5703,8257353,1055,875180,2412,14636840,2413,6272123,9794,455843092,2511,5355295,867,1621585,5599,1627015,379,765343,4933,4243954,94,26144,260,216201,235,548276,3195,866982,4408,1322520,7678,21598304,660,12312190,792,7248108,518,2505664,1693,30546446,517,2191345,35,881308,66,1054254,148,1184021,509,7187613,347,1681098,679,19022239,725,10718378,373,1112860,329,175556,307,109645,1263,17081779,929,7722957,423,1119583,1250,8207773,585,3931249,687,-3899783,1278,31466,331,417911,75,250580,204,4123354,420,865566,162,10975193,778,55399948,924,66375141,918,50222669,171,-719486,798,15843795,952,15124309,489,3193754,159,384485,85,68791,5701,1868492,3580,7197,72974610
2153,VIC,3878,586,585,26700256,439,5053049,363,451699,10,10082,385,5119100,17,51530,410,18519714,122,162669,8,37771,6,90532,46,326322,65,694969,10,220158,16,329289,373,683632,80,37471,186,1199519,186,514004,585,28213472,143,319364,59,59379,284,78744,25,33614,276,254177,4,977,18,12309,14,13621,194,69809,256,68615,451,1426188,41,786620,60,550488,14,-154854,129,3157573,52,151159,4,42950,2,115323,11,79843,35,520452,25,146085,51,1716332,58,926077,41,368854,35,30211,34,98495,81,974913,63,499368,20,36926,82,513311,31,187678,51,-262370,82,-74692,9,15314,9,2162,22,469648,24,45214,2,6181,47,3798099,48,3804280,44,2809064,2,-39734,46,959366,47,919632,27,247789,15,50085,6,5641,298,95082,268,387,4092754
2154,VIC,3880,1932,1918,79761264,1404,14406215,1091,1293107,19,28428,1204,14600491,29,83971,1210,52351058,392,1128125,15,240180,31,384621,183,1098970,250,2528610,34,441051,55,1462958,1159,2947433,297,306183,608,4997561,608,2139521,1925,83817292,381,811233,155,229110,792,231320,55,94914,803,755927,10,1556,39,21992,75,71095,636,285166,843,307099,1391,3945373,118,2028889,165,1352952,12,164067,363,5689643,143,725621,3,16682,4,42947,34,365890,150,2952809,100,720567,200,7974562,172,4512840,125,533038,99,97754,96,131885,254,3752332,175,1347725,72,138122,251,1892647,136,1183887,128,-810049,264,373838,53,118371,16,45035,43,1020080,59,108384,7,189073,185,32069501,188,32258574,183,28887661,8,-29731,196,2488302,200,2458571,91,425032,63,153663,17,21893,1000,334824,844,1159,11574301
2155,VIC,3882,584,582,24813363,440,4283279,364,411597,4,2097,389,4359586,9,34397,421,19053614,124,302762,6,87750,6,89564,60,361708,73,633740,11,129577,11,218707,384,464946,74,25893,146,675975,146,289499,584,26034439,132,325375,53,97965,316,85549,17,27556,276,273002,7,1707,13,5070,10,11162,204,72228,285,75726,446,1174143,48,815871,47,344891,34,56115,112,2072865,39,276276,3,9666,5,53990,5,111619,37,372552,21,95631,43,935094,36,426140,27,16622,25,8400,21,931,77,1056205,59,566972,17,35444,77,470953,35,180962,42,-198126,77,-17164,20,76548,9,33651,8,162945,23,35858,17,1225045,53,2428557,67,3653602,66,3004518,17,-2401,55,474607,68,472206,29,57749,10,24085,4,957,301,101804,217,413,4096968
2156,VIC,3885,1018,1009,41103549,791,6811043,637,685958,19,23141,693,7038572,14,41669,751,32011680,237,584339,12,120519,17,58195,106,619089,83,808637,10,114877,5,167491,552,605234,90,40969,178,660700,178,283823,1013,43271993,273,554879,92,176521,577,174000,45,53793,500,427376,7,1636,20,25856,10,14040,281,66467,466,114738,772,2064199,71,1595000,80,657478,128,1010341,197,3093680,34,194965,6,68894,16,93060,30,618226,40,633901,29,171894,56,1708690,59,573087,25,59149,20,26988,20,2815,90,896253,69,407610,26,54028,89,431143,44,202046,48,-198574,92,3472,41,193830,7,16689,15,395800,34,58865,40,2718389,96,4431216,126,7149605,130,5999830,42,206308,102,804766,134,1011074,52,196071,14,25898,5,4706,596,204077,242,727,6533876
2157,VIC,3886,189,185,8277109,145,1482685,114,140322,4,5687,123,1529916,0,0,127,6017114,52,110562,0,0,1,5194,18,122740,12,135292,1,12577,1,27921,121,263264,23,15934,43,125338,43,53726,189,8734457,38,94474,14,53632,91,27221,5,4191,78,69802,0,0,1,1280,2,447,36,4962,80,25829,137,383491,12,184176,15,91490,28,633886,54,710168,2,89,0,0,5,177761,3,45388,6,73832,5,15277,6,147666,9,319357,3,631,3,631,3,62,21,309092,8,22531,8,2847,20,152019,15,140831,6,-9136,21,131695,10,961,3,26166,9,86242,8,15411,6,146191,14,1205426,20,1351617,20,1254694,6,-99717,14,125273,20,25556,10,19810,2,2510,0,0,100,29651,51,119,1350258
2158,VIC,3887,160,158,5209737,118,777254,96,85302,1,1332,106,790332,4,19085,115,4708722,36,88016,3,36242,2,7159,19,121230,9,81816,6,65853,2,61122,87,39083,17,9392,36,19611,36,8395,159,5599811,45,93353,10,23495,85,21103,9,12096,64,63391,0,0,2,204,0,0,32,9893,56,21353,115,285185,11,256742,8,31938,18,-81069,28,227958,3,615,1,21970,2,6855,5,102408,3,2366,2,223,6,8701,12,145480,5,15843,3,204,3,26,17,84842,12,43973,2,693,17,48051,7,8585,10,-16460,17,-7875,8,1476,2,7184,2,36800,3,2246,8,660759,17,645293,21,1306052,21,1233740,9,103736,18,-87943,23,15793,6,5135,5,8542,1,631,96,34741,26,110,949133
2159,VIC,3888,1679,1658,71550516,1301,12311260,1042,1182783,29,41579,1135,12558897,30,92428,1185,51447659,397,727976,11,75952,15,88670,193,1173021,154,1669782,20,223002,15,423125,1052,1816052,219,389271,390,2534587,390,1085769,1670,74996148,368,750039,138,261627,838,235774,58,104784,714,667498,10,1686,27,12671,26,59347,381,94842,641,182880,1204,3217470,115,1987252,158,1263280,209,4183884,337,4049739,90,289785,6,121206,13,515393,17,125765,70,859776,51,244271,89,2359281,87,1198514,55,209052,54,38491,51,31384,206,2406754,133,974749,39,91575,198,1117349,135,576289,75,-353208,210,223081,55,118370,9,69152,42,673432,68,172391,44,2506898,117,7095709,152,9602607,148,7253893,47,93941,117,2175127,153,2269068,74,486582,28,59142,12,13409,917,298827,456,1151,10973882
2160,VIC,3889,84,80,2078123,46,245173,35,27630,0,0,40,235164,0,0,35,1064116,8,4771,0,0,0,0,12,115174,12,142161,0,0,1,14374,48,67835,11,3968,18,148947,18,63762,83,2201592,9,23258,4,1105,25,5711,0,0,19,10835,0,0,0,0,0,0,8,2388,22,6516,43,52803,3,51306,4,51314,16,19079,34,358186,2,598,0,0,1,11604,2,120224,7,75775,2,3515,8,238196,1,817,2,72,2,72,1,5,11,72739,8,21823,1,1043,11,32068,5,32949,6,-15144,11,17805,5,33255,1,54,0,0,3,2990,2,45054,5,238832,7,283886,6,311166,2,-104632,5,-23931,7,-128563,2,21571,0,0,0,0,41,15303,21,31,171743
2161,VIC,3890,176,175,7952683,127,1666052,108,144692,4,3540,114,1736304,2,2725,130,5944519,36,31785,1,8204,2,2314,19,146129,14,166378,3,8137,1,32259,111,234202,15,11443,35,811620,34,347924,176,8308402,29,60336,13,3819,87,20730,9,21725,74,57944,2,387,6,10328,0,0,43,14440,75,23871,125,349942,7,97196,28,208322,18,415623,33,-2861,12,10275,0,0,2,23059,0,0,11,143944,7,7059,15,197986,20,367068,8,310,8,310,9,35951,12,198757,9,74579,2,4058,12,83920,8,75745,4,-39545,12,36200,6,799,0,0,2,40000,3,96362,6,439799,16,748803,21,1188602,21,957557,7,-90249,16,201920,22,111671,8,52262,4,4446,2,1483,79,26231,56,123,1348681
2162,VIC,3891,73,72,3498682,46,806937,34,57604,0,0,37,844109,0,0,37,1694529,9,53556,0,0,0,0,11,72194,8,85195,1,7347,1,6999,41,94415,10,4283,20,222517,20,95358,73,3674405,10,27820,2,4975,25,6603,2,4066,24,18943,1,377,1,18,0,0,14,13930,26,10970,42,93075,2,16708,3,37036,5,85849,16,880135,2,69381,1,29617,1,73714,0,0,4,21210,1,3729,4,44863,3,8310,5,67209,4,66013,3,11264,12,126536,5,35282,5,14485,12,74997,6,22493,6,-20721,12,1772,5,1882,2,117174,0,0,3,5373,5,132403,11,694259,13,826662,13,731355,5,-121909,11,176446,13,54537,5,11793,1,1102,0,0,27,8820,21,34,400701
2163,VIC,3892,571,567,22419837,426,3680819,329,363725,7,8179,353,3737574,8,34778,349,12779882,82,199812,1,5309,1,16699,65,461833,75,760723,10,188644,22,911036,361,631165,51,150121,139,944788,139,403405,570,23741313,96,195737,24,16823,208,52626,5,2393,220,170084,5,1164,8,6479,13,34356,137,45629,245,96068,398,1255300,15,347171,37,296113,8,698986,122,2657340,35,85162,6,122411,3,27484,6,110634,47,479323,29,88470,59,1267824,55,1340705,46,230345,38,195917,35,14223,95,1269489,62,418089,24,98457,97,708806,57,275799,40,-231662,97,44137,26,37790,5,2482,23,601635,12,32044,8,238577,91,4872106,99,5110683,96,3492300,10,-101075,93,1618133,103,1517058,43,274363,26,99388,3,4951,285,94333,207,327,2676982
2164,VIC,3895,121,120,4191724,86,678347,62,66550,2,1329,70,628053,1,2282,64,2355357,19,20284,4,29103,4,88530,7,50130,15,146151,1,20627,2,52819,78,149360,31,17097,53,161017,53,68978,121,4470411,26,78014,13,8418,41,13940,4,10768,44,56274,1,302,1,185,3,1071,27,3835,36,12797,69,263433,1,27690,4,26332,36,716543,38,209980,13,26529,1,644,1,20987,2,14584,12,17013,6,2454,15,1094367,11,108563,13,20997,13,20997,8,318,10,121607,6,19749,0,0,10,48747,8,63640,2,-10529,10,53111,7,6807,1,4321,2,70000,5,7829,13,2272273,11,464424,23,2736697,22,1887238,14,774940,11,60923,24,835863,13,47415,2,3634,1,2911,62,20479,40,60,499661
2165,VIC,3896,222,218,9656606,172,1660205,147,164611,5,5901,152,1648243,8,24712,161,6850215,47,96523,2,23276,3,65640,26,151672,15,133323,2,20708,0,0,157,241908,43,24301,82,405018,82,173559,222,10532261,42,106291,26,14432,112,29261,7,10000,102,92075,1,39,3,566,3,1308,63,20671,77,25755,166,485566,5,104318,25,156522,44,1277181,57,352287,22,73781,0,0,1,4573,1,14227,16,212497,12,60710,18,588198,19,148599,17,242272,14,1630,14,62897,29,404657,24,228260,3,412,28,168013,15,66405,14,-58433,29,7972,5,6305,1,161,7,181839,3,2510,15,667459,15,546883,29,1214342,27,912983,16,173177,15,127109,29,300286,10,30530,1,231,1,4238,115,37504,75,155,1490975
2166,VIC,3898,399,395,14749323,307,2336698,237,240634,3,3461,263,2387661,6,16273,279,11357789,94,267794,3,9243,5,45142,37,225011,31,363090,7,111481,4,79273,246,225858,45,11951,93,462962,93,198340,397,15880422,108,248976,46,65598,211,69890,17,35498,181,194450,2,236,6,725,6,2570,98,30082,186,65070,290,1024021,24,390862,22,158608,44,912920,79,357214,26,31620,3,34395,3,56696,10,106716,29,226220,16,33326,33,759284,21,702408,20,19342,15,3079,18,4040,66,989222,55,494184,22,35919,66,449235,26,210613,41,-200729,67,9884,17,32709,6,2072,12,271957,12,37907,19,1639202,54,4913914,70,6553116,69,5781919,21,248519,56,483345,72,731864,37,123178,7,16601,2,1618,235,77421,159,269,2365170
2167,VIC,3900,100,97,3543911,76,515617,59,52404,0,0,62,445430,0,0,50,1806974,21,119396,1,24780,0,0,6,42391,7,103931,0,0,1,20088,59,81240,29,5793,37,64224,37,27519,100,4055406,18,46537,7,37197,38,11483,1,5316,35,35459,3,301,0,0,2,3397,14,2665,33,11057,60,316967,3,50366,6,23865,42,1362407,26,103653,8,19124,0,0,0,0,3,58222,6,6644,3,1,6,13221,8,56422,2,164,2,164,2,23,14,120389,8,49905,0,0,12,45574,7,41068,7,-16158,14,24910,5,1030,1,5,6,162640,1,915,13,1104244,7,503842,18,1608086,18,1322491,13,163619,8,118017,19,281636,6,10958,0,0,0,0,61,20619,38,48,367958
2168,VIC,3902,228,225,9599381,176,1721374,138,165954,3,7482,152,1806769,4,8596,158,7395067,59,256955,3,25691,2,6132,22,138961,28,303609,0,0,4,43180,143,180182,37,29579,58,263454,58,112888,228,10123118,54,112848,25,36971,114,35792,6,12049,111,118791,0,0,9,25622,7,8215,64,14303,99,45130,162,501890,13,244213,21,142304,23,-19560,52,989645,15,141977,2,8947,1,94215,4,13929,17,85812,13,8587,29,439427,24,284706,11,54807,9,4876,10,3884,35,448731,21,209336,12,45761,31,226612,13,126053,22,-159031,35,-32978,13,14358,0,0,5,77650,7,14519,7,655785,23,1092283,30,1748068,30,1303285,7,104438,23,50531,30,154969,14,98289,1,2423,0,0,122,40123,101,153,1664713
2169,VIC,3903,402,400,17809927,318,3165580,260,302386,7,10598,278,3299696,3,13273,277,12587686,85,117904,5,9427,11,130232,29,167833,36,287636,11,178398,6,215578,246,346577,43,28463,120,934802,118,400606,402,18717846,98,225471,31,59512,204,57752,9,14231,168,127992,3,957,7,852,3,304,122,26263,165,43152,298,755092,19,366985,31,175253,22,-98332,70,1713711,19,63040,2,11090,2,73677,4,11919,8,207823,3,58256,13,413140,36,413817,19,33432,16,14394,12,2861,42,508455,27,202389,11,34088,40,211425,24,170478,18,-109925,42,60553,22,9961,5,22456,6,151304,17,47292,12,989037,41,2405125,48,3394162,49,2355045,12,19853,42,1042311,49,1062164,24,183798,10,33022,2,1386,225,75288,172,264,2792859
2170,VIC,3904,784,780,33009687,558,6024277,419,522958,14,24210,475,6119719,11,36574,484,21226122,141,562581,11,256610,7,155997,64,335182,94,990176,17,205815,16,529801,501,848461,102,109752,233,1596991,233,684362,781,34679571,194,406818,54,91550,322,88141,20,29316,327,288013,6,1247,18,1309,23,15834,264,123600,334,156294,566,1596717,45,800574,60,626015,15,-214165,157,2710169,48,228754,7,118023,2,10553,20,138218,64,1745933,37,519913,87,4518615,81,1440841,55,688680,34,119364,35,64720,109,1830035,73,719794,29,138661,106,1061354,58,425375,54,-515149,112,-89774,49,58310,9,22288,17,325343,32,64473,6,330404,89,7125883,93,7456287,98,5565475,7,82145,96,1779878,100,1862023,45,337028,27,66575,7,7421,392,134794,395,457,4917211
2171,VIC,3909,3886,3857,159728076,2950,27428492,2345,2613655,73,112510,2551,28072940,62,166059,2733,118711886,749,1493825,48,594456,62,667350,396,2426736,405,4214301,52,825894,85,1866217,2342,3685884,424,283737,1022,7111590,1013,3048184,3873,169170583,982,2072635,312,592918,1958,557908,149,336804,1760,1611441,21,13035,78,72982,70,630313,1111,282351,1692,611843,2927,8775108,233,4753634,332,3102894,115,1528189,722,10956813,221,482223,31,667969,21,521004,50,488552,206,2549758,133,597804,280,7392516,340,4703254,222,1049661,184,103608,165,383996,506,6419371,370,2914110,170,397919,509,3119653,237,1600171,275,-1612482,514,-12311,264,443710,25,183627,81,1698899,150,278418,36,1815219,322,25046970,349,26862189,336,21583977,39,-35343,326,4714697,355,4679354,177,610011,86,208992,26,28693,2173,731086,1331,2629,26051271
2172,VIC,3910,13507,13445,684400776,11323,129401793,10087,12384163,121,156233,10537,137161316,378,1164744,11386,592438773,3103,10670035,217,2276514,298,2826941,938,4812150,668,6796141,164,2009882,130,3356500,7558,6179989,810,371225,2318,9640180,2310,4133263,13462,720252833,4919,14244949,1753,2097587,7912,2315354,602,927104,8407,9142835,229,90946,241,291273,134,204243,5159,1333253,6899,1852798,11203,35209962,876,14860767,1305,9693522,29,299025,1337,34415574,462,2398512,121,2343887,7,60288,158,1136827,508,9389279,390,3007143,616,20659427,610,8170869,441,1787516,339,238835,316,437528,1710,25232805,1528,16896782,876,2433564,1716,11888785,495,3460213,1240,-9446529,1738,-5986316,587,1108341,83,334368,135,1613520,563,1059556,13,870775,1169,69362806,1181,70233581,1165,43221866,19,11941,1193,26460239,1210,26472180,754,4559611,207,441958,216,145367,7660,2399628,7160,11078,134782136
2173,VIC,3911,2019,2009,100745507,1650,19567025,1428,1788254,14,15697,1507,20653771,47,142946,1573,75163253,417,1511121,27,293239,38,381666,165,952717,93,928458,19,204961,11,224304,1086,1405653,132,51854,374,3447564,372,1476288,2008,106294227,621,1730916,235,407262,1102,337960,92,144185,1120,1234680,25,12476,32,116292,22,129905,693,178136,954,275834,1600,5387248,115,2230291,170,1651390,24,128977,323,12660437,89,453314,8,218480,2,19,21,250347,73,829444,55,166021,80,4234509,85,1584456,63,268705,50,39348,51,120555,254,4485423,202,2313786,104,328960,246,1770251,105,1152755,152,-1080329,257,72426,103,121819,14,199546,39,627466,81,188817,3,14005,192,16586905,195,16600910,192,11646710,3,-15593,197,4760096,200,4744503,113,980852,23,40326,33,22139,1144,366977,1037,1492,16633829
2174,VIC,3912,8985,8937,442590602,7493,82512187,6504,7869501,105,132601,6856,87069286,211,730727,7164,359546067,2042,6810347,100,1174135,171,1634806,621,3386519,517,5273629,115,1157883,133,3160690,5078,5149839,674,412885,1793,11496302,1788,4929920,8953,466889975,2970,8694804,1041,1226460,5014,1439286,366,596961,5201,5697397,188,75708,158,538133,109,161341,3124,908054,4420,1262605,7245,23474701,528,9536875,891,6981323,102,2089869,1204,30529029,350,1650451,81,2180501,14,503852,100,796814,348,5509083,280,1365957,436,12607318,501,8559615,319,2607559,235,450861,221,432141,1143,18626374,1010,10706104,551,1542385,1151,8312770,365,3629321,795,-5564206,1161,-1934885,419,968237,55,155398,142,2075166,337,750715,35,2617793,851,59033619,878,61651412,851,43596764,38,182454,864,17245136,892,17427590,537,2777196,138,258745,163,110147,5116,1630348,4898,6934,80795935
2175,VIC,3913,2103,2089,110533395,1741,22276015,1516,1974105,20,39530,1601,23575489,39,120379,1645,84095901,443,1410974,27,466135,46,584219,140,749943,143,1229828,30,296804,26,595008,1230,1453102,181,87522,420,3719776,419,1593921,2091,116438115,686,2182426,221,274342,1120,337254,116,193798,1151,1313515,36,30778,47,74240,28,52017,715,232835,1023,312103,1688,5880580,112,2033623,194,1827601,28,611567,353,10202923,113,484725,23,490295,2,45364,29,220817,109,2737531,86,862567,132,5922671,107,2036694,105,511146,77,167128,71,25755,287,5097864,242,2742636,131,395356,288,1956836,117,1240379,179,-1237343,296,3036,126,166648,19,191257,34,655271,92,202685,7,381668,203,14213646,209,14595314,205,10249648,9,130728,211,4105420,219,4236148,126,741949,34,78976,21,18808,1157,372712,1158,1576,19297201
2176,VIC,3915,4522,4499,207718214,3692,37149392,2982,3419128,53,72058,3307,38335586,79,279744,3654,172032484,1086,3486370,72,465152,94,788162,508,3028137,381,4128233,51,649456,68,1572818,2272,2363095,280,125340,689,2994294,687,1283561,4509,219281453,1536,4277010,455,620968,2741,859426,198,337212,2632,2829725,53,18658,79,63948,38,74700,1555,424152,2308,651547,3677,11092209,220,3720521,314,1931298,36,314412,383,9275340,145,629145,43,839509,9,158076,55,677468,155,3634770,119,1219454,198,8202411,191,2924392,163,1281315,116,275121,110,297353,409,5930821,343,3374009,180,454291,408,2648338,146,1308530,268,-1854347,414,-545817,197,364454,29,62940,33,558442,137,356661,13,266667,402,24062845,412,24329512,402,16001965,13,-148605,407,8202411,417,8053806,240,1507712,66,146167,61,59220,2634,859079,1847,3546,37591141
2177,VIC,3916,634,628,41557632,485,10437631,414,757568,6,7894,435,10906431,12,52980,359,20671569,78,635471,6,89385,10,152523,32,226750,29,283271,13,249395,17,685945,431,1509075,111,218706,237,3352630,238,1437145,632,44509899,134,394857,50,91336,162,43705,23,35567,230,292606,13,7481,30,179147,27,77905,206,195940,281,190145,471,2676996,41,1985699,77,968037,25,487291,199,9804036,86,1345866,9,125090,3,89775,9,242029,61,2006859,39,627111,86,4780929,94,2993737,70,353472,62,224992,55,29725,125,2632770,69,962191,53,180403,120,1171021,72,854272,53,-535117,125,319155,42,18174,7,176622,36,1070824,32,92559,11,961059,84,4662805,92,5623864,90,4077309,12,-444429,85,1713952,94,1269523,45,321576,22,87765,21,39209,277,88838,462,336,5678391
2178,VIC,3918,2243,2232,111087364,1840,20922805,1573,1907981,25,35013,1686,21817238,48,136790,1796,90716054,553,1702892,29,297686,37,703379,138,700774,121,1154494,35,192177,42,1265356,1262,1437464,177,58813,449,2472427,449,1059057,2239,116697416,756,1969081,210,277851,1291,365066,114,157521,1307,1360501,39,11666,30,72369,23,84102,738,227855,1171,397133,1856,5473555,152,2610647,211,1641186,16,437588,300,6934991,106,395081,21,519851,3,53918,31,432050,96,1180931,70,276134,114,3908602,122,2323122,101,633336,73,28612,73,150374,332,4131190,296,2643730,155,381027,333,1898486,102,638438,236,-1430491,338,-792053,134,290589,18,30179,24,356197,74,189719,8,248529,243,12917192,250,13165721,240,8595825,11,-374062,246,4634500,254,4260438,139,741064,38,59173,31,17012,1229,392479,1144,1743,20575485
