,"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
2357,6209,WA,807,513,800,48718341,633,11001753,565,670543,20,24986,579,11211974,7,25490,608,37122916,111,337947,17,160838,24,368954,63,374126,50,483637,5,56053,6,146425,420,558877,69,15478,145,1072870,143,460016,807,50272376,166,434382,44,82991,421,102788,23,20886,361,325824,29,14203,18,13720,8,29069,211,51690,382,130146,626,1508602,28,450116,87,762134,2,225780,135,4856763,30,79942,12,274516,2,26015,7,77306,38,688424,26,129041,49,1632418,73,1568207,33,890643,27,214421,24,19866,152,2459812,135,1671554,70,174381,154,1067279,44,570931,111,-1024333,155,-453402,58,98756,5,316,14,110213,34,85062,3,19814,59,6335191,62,6355005,61,4341688,4,-22219,60,1890707,64,1868488,33,404072,7,13678,9,3116,340,109538,63,25952,32,193737
2358,6210,WA,37779,24397,37538,2389155442,30642,552418900,26501,32627551,1003,1363289,27907,560703780,639,2387905,29193,1924842153,5460,18147255,686,6366141,1163,14776683,2437,13533218,2886,29447701,279,3989940,783,20305605,20503,33544217,2645,1416587,7022,65997184,6993,28271635,37618,2474782247,9542,21224147,2504,4647437,21267,5383916,1609,2820218,18206,17978039,1262,501585,650,1337908,528,1929472,10913,3756529,18687,6184290,30794,82497451,1944,34035839,3781,31264686,191,5312608,4559,152701954,1451,10921965,649,19133882,21,586781,377,3456604,1624,28856866,1199,7479769,2320,72246591,3350,95430690,2172,28293484,1454,6816128,1372,5258122,5718,99183494,4774,61751268,2896,8324256,5808,47247772,1866,17950772,3986,-36090574,5852,-18139802,2117,2319549,287,1217248,544,11538126,1868,4815294,94,2047141,2438,203256199,2528,205348091,2484,132112401,130,-294645,2516,70833596,2637,70579336,1456,16009708,655,1759488,519,369088,16567,5318026,2408,1000614,1430,3995289
2359,6211,WA,3020,2007,2990,194547888,2395,45798523,2100,2683262,93,143032,2175,46417424,32,87907,2319,165089071,417,1515939,62,400469,94,1697224,163,886465,213,2335786,16,262024,33,738794,1598,2257519,201,151451,511,2223297,509,951371,3002,201271305,779,1767383,179,361542,1675,419207,152,219861,1435,1426355,79,41986,38,47185,26,48927,881,272538,1516,529289,2415,6242379,167,2523665,314,2721087,19,140100,382,11554734,105,475678,54,1191095,6,55964,30,170256,100,1285692,73,303942,151,3624900,252,6102095,184,3023793,107,377195,105,628952,426,6859394,373,4468176,216,609258,440,3363101,123,1007777,317,-2588918,440,-1581141,180,159972,27,13524,41,656799,166,426694,16,295704,201,14855873,218,15172960,210,9581912,19,114992,206,5239327,226,5369731,118,1107468,29,69110,36,29467,1208,403409,218,90814,110,305268
2360,6213,WA,417,258,414,24722109,332,5443735,299,344943,15,17194,315,5638033,4,6770,320,20142596,63,143813,5,28125,9,55720,25,145394,19,216925,3,50295,6,129611,211,366000,40,8722,93,717041,93,307035,416,25715453,93,213743,24,47883,236,57878,10,11613,179,175364,18,5454,3,546,4,19826,118,42783,204,92511,326,977561,29,266507,39,394095,21,-19332,75,1782873,25,178135,4,116474,1,9606,8,85633,19,366731,14,103464,29,759329,37,874338,30,288682,27,68470,22,17066,61,966223,49,512157,26,56970,60,408939,25,173489,36,-185332,61,-11843,28,32662,0,0,11,265090,22,42934,3,269681,35,3384044,38,3653725,37,2933043,3,93499,36,586222,39,679721,19,141707,5,9558,6,3388,175,60573,34,15098,11,13466
2361,6214,WA,369,265,363,21913210,278,5096396,251,309816,13,12284,257,4930574,8,26441,263,18281681,49,116221,3,9122,3,40343,19,106304,11,137069,4,99017,2,110527,233,297332,32,4992,83,364068,83,156008,368,22603398,74,138267,13,50947,185,43239,12,28895,163,123959,15,4098,8,6034,0,0,78,31863,160,60319,269,625621,20,266753,46,391533,58,-403426,73,1470584,25,80942,0,0,7,80082,9,136239,22,516382,15,155448,35,1529810,44,2722528,34,48188,31,23342,28,272129,57,794516,41,446421,21,49645,58,343610,28,189461,31,-234621,59,-45160,26,22420,8,68386,4,87400,20,49091,17,1923883,40,5834306,55,7758189,52,6134878,18,-129009,43,556749,59,427740,23,135115,5,25127,4,2331,139,46814,30,12831,8,63040
2362,6215,WA,2139,1461,2119,135818402,1719,31157674,1524,1885699,60,79868,1595,32019753,25,91401,1673,114777765,331,856802,27,252147,47,695399,120,813467,101,1100018,12,149314,29,746202,1149,1888332,171,47572,394,2948070,394,1263148,2124,140202567,459,918738,126,361813,1296,310483,67,92605,1045,1030934,62,15121,29,37510,24,119926,652,183065,1033,368901,1727,4232879,103,1667223,287,2280767,136,-722018,333,7890502,92,518885,27,1015954,12,214702,20,200688,92,2000952,69,597565,125,4342089,187,4806026,102,419804,86,203476,79,51644,321,4689685,256,2707515,140,337884,321,2292874,118,924858,204,-1573446,322,-648588,117,155772,22,91917,30,560019,109,232529,35,2935381,130,10017889,156,13048758,158,10401859,40,-620559,132,3065938,160,2445379,66,666063,27,59763,28,20926,827,283565,149,64104,61,259996
2363,6218,WA,297,147,293,15006225,222,3048984,187,195370,6,7081,203,3092167,3,6921,229,12193981,36,72665,7,61163,11,133021,33,255794,15,207338,0,0,1,3491,133,396272,17,54346,48,257075,48,110162,293,15744065,42,114192,13,26189,145,36180,6,11586,107,101138,9,1569,9,13066,4,123686,58,25544,113,51846,206,702063,11,200900,17,146490,31,108180,35,947345,8,29548,3,12960,0,0,5,84706,16,135355,15,27078,19,456040,15,516529,9,250260,6,9201,6,34238,22,259210,13,96602,9,12177,22,126575,15,60173,7,-36317,22,23856,13,2360,0,0,8,174420,11,22387,9,1203058,21,1912523,27,3115581,27,2693410,10,-53449,22,381864,28,328415,16,102488,0,0,1,6243,131,43616,19,6931,14,18749
2364,6220,WA,2676,1648,2658,143461246,2106,30002740,1764,1886027,37,49729,1954,30725386,31,122108,2115,116688934,351,1061077,36,372156,51,692317,143,768773,114,1177214,12,147595,22,519471,1542,2515912,204,57490,477,3039382,475,1302263,2667,148849564,504,1006829,122,247979,1544,373153,100,153852,1179,1001749,51,13015,35,24001,28,49507,660,196186,1147,628155,2118,5092824,134,1862584,238,2030642,198,1029507,445,12814032,135,544504,24,309234,15,198675,28,225316,111,937975,83,229588,158,2346741,200,4383444,136,530239,120,171413,109,95079,412,6823831,344,3410434,174,425311,409,3141277,179,1530677,238,-1683868,417,-153191,146,90715,11,175315,57,1082513,133,311378,29,2058636,137,15308088,162,17366724,163,13962605,38,-623837,138,3659975,171,3036138,88,950128,21,50829,36,19625,1282,412595,191,83468,77,198633
2365,6221,WA,125,78,124,5705728,102,1058014,82,75897,4,2174,87,1090306,2,5926,101,5028184,20,56996,1,508,0,0,6,48783,3,16741,1,7418,0,0,67,118423,11,1032,30,100882,30,43225,125,6073551,26,67275,9,1580,71,14014,4,2256,47,42931,0,0,4,1608,2,876,29,10245,38,14036,97,366064,7,125241,14,124050,25,117832,22,354695,5,26844,0,0,1,15966,1,1731,6,164618,5,52101,8,413805,15,365489,9,6902,8,4728,8,489,23,191008,18,110920,7,5792,23,104875,9,40399,14,-70978,23,-30579,3,372,2,6215,6,200000,6,11243,0,0,5,105946,5,105946,5,98059,0,0,5,7887,5,7887,2,192,1,1113,1,365,61,20982,5,2106,0,0
2366,6223,WA,133,101,129,8786265,100,2056967,96,125555,2,2146,98,2152692,2,9216,101,6877181,16,57878,0,0,6,33639,5,31151,4,36475,1,9313,1,18369,77,141055,4,681,18,94546,18,40516,133,9077552,23,72360,5,8903,73,15091,3,2063,61,59581,3,520,3,6072,1,3315,22,6173,52,16893,108,290161,4,30805,16,135213,29,-312472,34,1436956,16,55851,0,0,3,64024,1,29484,17,619217,14,196895,19,1570866,14,796587,13,7632,13,3336,8,176,23,328519,22,274803,10,30805,22,98766,10,73167,14,-149022,24,-75855,13,10022,1,13408,4,54652,13,44194,6,217054,6,172607,11,389661,11,482621,6,-157140,6,52823,11,-104317,2,6424,1,1397,0,0,47,15034,2,1000,6,4145
2367,6224,WA,650,393,641,39829316,522,9335559,454,557029,11,16044,479,9630313,6,17337,509,29836708,133,363865,14,161828,10,76050,45,234551,35,352054,5,37198,5,127846,368,767656,64,14958,134,3387000,134,1451321,647,41555579,135,292636,30,80054,408,95187,15,27756,298,347013,11,7118,6,18440,8,21221,179,57433,274,92975,531,1505599,36,598008,43,221929,76,864271,110,2476885,27,71302,8,150230,6,72995,12,268483,22,154410,16,24602,33,643946,64,1357323,28,34399,26,16510,21,790,99,1409242,77,705627,50,102880,104,725850,38,259761,66,-384876,104,-125115,30,90179,8,84378,20,363937,34,91489,9,577203,47,2145751,54,2722954,53,2000650,10,93496,47,373536,55,467032,22,191382,5,13162,6,2782,287,92468,55,23755,21,16809
2368,6225,WA,4709,3091,4671,316014108,3744,75174098,3365,4408477,140,173922,3504,77444135,51,227830,3955,277397705,909,2642642,102,1388195,212,3042970,370,2111466,224,2499662,30,376816,34,906434,2552,2812827,375,135503,1164,3659431,1164,1567095,4691,325618805,1090,2237388,242,497981,3276,732432,158,268049,2564,2629764,125,33575,47,83660,96,298648,1343,360766,2278,735171,3929,9061017,258,3553544,612,4421011,142,-228830,658,18145441,365,2513533,54,1900518,11,426914,45,457303,259,3956244,208,1156447,337,8896767,367,5970058,227,420534,194,72021,175,113770,750,11600591,648,7283975,427,974901,759,6022713,226,2024415,536,-4705413,762,-2680998,233,249174,31,259522,35,706850,205,455022,44,1696812,178,17275970,218,18972782,220,16833766,50,-896854,178,2524441,224,1627587,85,596128,44,106736,103,39541,1704,563291,259,111632,241,763939
2369,6226,WA,438,342,435,31221272,370,7506092,347,446665,19,19857,356,7768276,7,23331,347,25026081,73,288689,5,15075,14,115639,12,68079,12,92225,5,47181,3,30895,274,578693,33,3804,102,789383,102,338251,438,32430193,91,195617,32,85997,262,58951,22,51005,206,201679,18,2873,18,33027,6,35611,119,55207,193,91153,366,1091059,48,700378,53,432658,33,-105387,96,2953230,23,48452,13,924227,9,102442,2,13210,24,310581,21,85482,36,669256,47,2277300,33,150124,28,14719,25,31849,107,2095620,100,1229390,67,177081,112,964342,26,475808,86,-751001,112,-275193,25,24915,5,17255,18,217373,26,61572,7,435082,26,2122056,31,2557138,30,1822392,11,-56938,25,795113,33,738175,18,163825,5,8982,7,2663,185,61925,25,10381,15,38807
2370,6227,WA,440,313,437,26174657,357,5845421,328,377368,5,8665,334,6074610,6,31453,354,23889694,76,463496,6,28940,13,136981,13,72385,17,159066,4,45281,3,60782,253,489436,38,10003,100,260913,100,111196,439,27327396,101,188348,16,47202,282,64196,13,21260,215,204109,12,5271,10,79927,0,0,119,43574,207,132627,367,967855,47,667708,32,190251,34,-161271,87,2354855,22,214531,13,131620,2,6310911,5,26215,18,166313,17,42068,27,628978,45,1622963,22,32101,21,10929,19,1142,80,1283417,66,777973,44,149343,80,527889,32,206446,48,-378234,80,-171788,25,3238,2,4919,5,114000,33,62048,10,641639,18,645022,27,1286661,29,2432898,12,-7528644,20,232594,30,-7296050,9,35257,4,8116,8,3873,185,58346,33,14519,14,11282
2371,6228,WA,141,100,141,8300952,103,1988207,95,114871,0,0,96,1944036,3,13350,81,3985597,20,146387,0,0,1,650,5,19769,5,76691,2,3348,2,24800,94,152312,19,117020,45,432729,45,185444,141,8730035,22,58990,5,3254,64,18632,3,3719,39,44538,2,212,0,0,6,45661,24,4078,38,7807,98,425023,6,85374,5,29584,36,257747,52,2241333,11,12665,1,24773,0,0,2,19415,10,646120,10,210660,14,1440428,22,685070,9,19052,8,4140,9,1229,28,382229,21,220880,13,16366,26,159412,15,99952,11,-114381,26,-14429,10,323,1,70,8,227669,5,10463,3,73516,7,866382,10,939898,10,763977,3,-24299,7,205136,10,180837,4,35180,0,0,1,128,61,19827,10,3762,2,57690
2372,6229,WA,124,75,124,7694385,104,1720272,92,104675,1,835,96,1679332,3,11988,89,4573269,23,52162,1,6002,3,68634,10,58741,6,48863,0,0,0,0,52,142180,7,1901,22,564237,22,241814,124,7959544,16,36721,3,924,70,16261,4,4525,43,37402,3,381,1,2703,4,13038,26,13397,63,33852,103,263238,4,90469,7,34121,5,-83679,36,1488085,6,3370,3,127776,2,51421,0,0,5,1778,4,286,6,3757,11,305640,5,2861,5,2861,5,372,26,1066362,20,515240,11,60497,25,320421,12,291264,14,-121060,26,170204,18,3131,0,0,3,77814,9,26220,1,92481,10,883818,11,976299,10,844582,1,-1133,10,96483,11,95350,3,17449,0,0,2,699,54,16905,12,4214,5,113258
2373,6230,WA,24685,15615,24527,1534160771,20488,345555060,18045,21018671,540,735629,19082,354410530,466,1757717,20540,1248720962,4581,12135453,399,4451976,779,10008853,1803,10056169,1339,13872224,184,2060434,254,6502612,13333,16227400,1624,508359,4175,30475773,4164,13055117,24569,1589776826,5760,12461091,1705,3050376,15499,3667965,1088,1738396,12172,11849704,817,319091,448,529266,410,1338818,6795,2608603,11519,4173776,20775,54238286,2017,31798759,2317,19334650,151,576697,3215,119092339,1138,9875511,574,11926374,36,699520,254,1949053,1000,16822696,792,4218724,1408,42903537,1989,43484627,1226,8087926,1015,2078302,922,1512080,4013,69245219,3439,40200249,2124,5799267,4038,32154317,1371,12399014,2697,-21307628,4068,-8908614,1347,1856931,191,1026038,435,8497839,1563,3739409,84,4722481,1456,151694791,1531,156417272,1497,101417113,111,-828253,1506,54169903,1602,53341650,907,14705843,288,651715,285,188543,11456,3654298,1489,622779,924,2836066
2374,6232,WA,5862,3846,5827,358121846,4851,78272742,4395,4962794,144,215049,4559,80487039,76,275473,4980,320825012,1144,3220712,132,1246068,236,2733832,339,1776579,315,3164000,35,342409,72,1735539,3131,3419988,340,77464,982,2802966,980,1199098,5839,370294673,1468,3188815,466,988032,4016,952454,272,396709,3039,3053917,196,81408,109,107288,91,235061,1715,556453,2862,875476,5042,11966095,458,7161663,541,3964618,20,329484,588,13606972,223,682944,105,2085360,4,33507,59,636474,181,1509865,138,330409,267,3502359,425,9150568,280,1461831,238,227860,226,315317,758,11313256,675,7548995,443,1150998,765,5720654,216,1339925,554,-4447316,770,-3107391,260,179219,42,149281,55,730130,374,778716,15,475705,317,54752872,330,55447982,324,46521563,16,134680,318,8088922,333,8280113,198,1901047,69,137196,94,104326,2632,832563,321,135368,271,591956
2375,6233,WA,10666,7470,10589,693436234,8798,158821375,7983,9722772,275,372134,8270,163007509,180,663730,8952,603200849,1871,5118280,200,2129608,427,5724601,563,2921388,503,4785742,96,1087506,86,1921310,5911,7446640,763,274314,1972,9008456,1964,3854406,10613,716012206,2631,5348023,773,1402336,7027,1622674,470,707115,5550,5271717,380,124271,211,338158,162,613222,3103,983206,5162,1794164,9109,21681482,983,14219958,1114,8932660,93,1401749,1329,36695494,445,2684633,199,4230957,22,256907,132,854764,461,5330468,359,1287730,652,14022643,949,19283877,618,2727769,500,587401,423,421646,1784,27484426,1529,17234372,1013,2504604,1811,13319119,572,4346658,1247,-9920327,1819,-5573669,563,578354,80,344581,143,2018049,637,1380629,44,1006401,578,46386126,618,47392527,609,31986203,58,-184630,601,15173892,654,14989262,344,3599780,122,250383,140,87670,4460,1433482,582,246071,492,1715472
2376,6236,WA,1287,971,1268,80528670,1042,18972576,941,1131016,15,20697,967,19477492,12,49788,951,59257398,215,438236,20,105490,19,262522,64,377151,56,505373,11,121994,14,326916,796,1650041,124,23185,341,2508762,340,1074278,1282,83903738,238,488831,61,104297,706,147788,40,44999,516,497427,42,15675,24,17743,45,129465,344,184540,518,242116,1023,2972741,96,1544668,102,1013888,178,-1098925,330,9773147,89,564010,13,211345,16,485369,21,333338,101,5847873,79,2239284,135,13958975,140,3179884,93,183974,88,113293,76,26721,223,3442097,163,2083123,108,279895,216,1663025,93,657763,135,-1241709,228,-583946,94,104111,13,18593,50,882967,89,214814,25,1161507,90,9556732,107,10718239,112,9181553,29,-762496,92,1904727,113,1142231,50,319411,9,12838,15,8015,589,194336,120,49362,34,143771
2377,6237,WA,1499,1087,1485,90396556,1211,20425263,1080,1256912,33,36931,1118,20632674,21,75272,1086,67547211,228,706271,24,405441,45,798566,84,489769,80,707891,16,211401,14,310489,881,1630547,147,49877,356,3859193,356,1653782,1492,94703309,310,691110,97,251366,787,192818,51,71657,636,617866,50,11987,32,22694,26,82653,375,791325,674,296145,1195,4120583,107,1738148,167,1436140,126,1367671,333,7833804,89,236455,23,818555,7,289170,13,79143,77,586649,58,105099,121,2369905,197,3404696,85,455752,77,101801,68,188155,306,5208396,245,2834644,130,348752,306,2099965,130,1418009,183,-1492974,313,-74965,97,80839,30,110225,55,772576,116,317141,23,1085856,102,8559908,123,9645764,123,6117292,26,-467984,105,3809217,129,3341233,62,979415,15,32785,23,12627,678,218181,137,54960,50,339786
2378,6239,WA,2630,1613,2593,136166486,1988,28797896,1713,1846668,50,77014,1804,29121317,28,119697,1989,109218899,442,973800,44,356981,55,701261,147,880432,155,1580426,31,299970,41,1105727,1511,2531477,346,133222,507,1861356,507,797801,2613,142313494,473,1229219,169,354778,1409,350898,76,103987,1040,990043,100,29778,48,65016,40,90840,593,204422,1100,407254,2000,5094512,135,2313385,229,2028583,264,214059,495,11273589,120,598352,25,527756,25,638886,39,391906,119,4462915,81,1706249,164,10491843,229,4551125,124,1608494,92,325121,90,363796,447,6228602,366,3957317,178,441969,449,3034660,168,1126937,287,-2332281,455,-1205344,159,152005,28,286474,52,932558,131,330275,56,2859355,174,16100945,219,18960300,217,15548582,61,-684403,180,3678495,227,2994092,89,843005,44,94237,29,17391,1187,388328,213,88297,78,138295
2379,6240,WA,65,41,64,1675726,44,716569,35,42286,2,3158,38,713632,0,0,37,2232070,6,4882,1,76678,1,103467,7,53272,1,13271,2,14872,0,0,39,93249,8,464,15,18642,15,7985,64,1830192,6,34371,2,891,22,4275,2,2904,21,8999,1,6,1,120,0,0,10,5949,25,6678,43,154466,3,35563,4,36205,12,-2010270,16,688521,3,133874,2,32729,0,0,2,8943,6,256517,3,5064,7,532785,9,246454,5,31065,3,15090,3,1301,21,214195,15,118646,6,9915,21,104795,8,59822,13,-78983,21,-19161,4,254,0,0,4,84298,2,5975,2,59875,7,384863,9,444738,8,250096,2,-26412,7,221054,9,194642,3,27828,1,1673,0,0,28,9348,9,4500,1,27022
2380,6244,WA,948,630,917,44053701,684,9122805,564,589361,12,17591,593,8802923,9,42279,546,26163255,110,258284,7,172573,11,279441,59,423062,49,536038,6,92604,12,299645,612,1325559,140,38711,282,2096803,281,898436,940,46870508,136,371187,34,115795,376,89009,25,39035,260,286190,12,4417,12,24999,8,26912,183,66013,297,106418,633,2147219,35,482803,54,357032,312,5957926,315,4651821,58,92326,10,263638,19,360060,17,108236,61,748174,36,97667,90,1991779,128,2876837,55,135594,44,31689,38,2788,167,2287333,114,957575,45,119202,156,926349,94,716661,73,-432454,167,284207,52,55948,10,98730,45,914026,44,99455,37,2121732,75,2764088,99,4885820,91,4209028,39,-488768,72,1114418,97,625650,32,159969,8,25467,9,7288,407,133445,75,32637,15,165862
2381,6251,WA,211,127,205,10093537,164,1995486,141,137068,4,2641,150,2004089,0,0,145,6913460,27,63625,1,645,3,14898,8,32537,9,105587,0,0,2,46080,135,353653,21,3585,43,315768,43,135322,211,10528952,25,63928,5,19355,87,19690,7,11046,66,37087,5,947,2,142,3,2472,39,12080,66,31678,150,323017,7,132779,15,51337,42,540753,62,1123436,6,45508,3,67635,2,1828,4,87352,8,114896,5,19825,11,238198,24,1497040,10,75415,8,43418,7,10525,38,673491,32,297323,17,20397,38,228900,23,217078,16,-90207,39,126871,12,54038,1,2000,6,87725,13,33979,12,636713,14,549009,25,1185722,24,956728,12,-57708,15,263176,25,205468,11,27334,1,2489,1,426,105,37330,24,11161,3,822
2382,6252,WA,53,30,53,2162403,41,391043,34,29209,0,0,37,397194,0,0,36,1839509,7,19198,0,0,0,0,1,732,3,25462,0,0,0,0,32,29263,4,124,11,139772,11,59819,53,2225566,5,28770,1,2382,18,4440,1,65,19,13951,1,1448,1,29,0,0,7,595,16,6109,35,61402,3,56429,4,34345,16,109522,16,30206,6,8327,0,0,0,0,0,0,0,0,0,0,1,1812,7,231993,6,4072,6,4072,5,45,13,232427,10,139904,7,18135,13,96069,6,44608,7,-66289,13,-21681,0,0,1,36,0,0,1,3613,2,155533,2,76761,4,232294,4,243620,2,-10074,2,-394,4,-10468,0,0,0,0,1,179,31,10848,5,2244,0,0
2383,6253,WA,389,242,383,17324976,267,3458689,218,223492,3,5795,227,3314548,2,11271,248,11388686,44,199139,6,65855,7,59318,28,210429,37,380495,5,96399,5,192440,239,756317,63,19670,80,507484,80,217473,385,18280869,67,176260,12,24908,134,27836,6,13574,122,90111,8,6215,4,12028,15,52564,114,50150,157,101733,273,800573,12,188538,33,274180,51,-29629,93,2220162,22,160431,4,270958,6,891227,10,101652,24,321798,16,71178,36,957099,42,1466942,25,674463,15,30510,9,161364,80,1147603,55,563104,26,74345,80,497756,46,292689,35,-280291,81,12398,30,63384,0,0,10,170092,17,58323,20,511909,56,1749955,70,2261864,71,1967856,22,-945415,56,455717,73,-489698,27,54481,8,27286,1,558,164,53432,54,24197,7,32576
2384,6254,WA,260,142,257,13671757,193,2865369,171,183650,8,7990,174,2921804,2,4746,205,12206735,35,134837,13,64837,13,105911,27,155681,19,161362,1,2752,3,50672,150,309389,26,3463,46,57746,46,24747,258,14083779,46,153770,12,24700,153,33248,5,6204,95,68636,7,1378,4,8311,0,0,72,22850,136,39526,200,367216,8,135015,23,145496,14,-5496,42,401890,10,9188,0,0,1,7189,4,2865,15,230893,8,44144,21,357674,20,382440,14,67542,9,2371,11,2727,31,338074,26,238183,17,42212,32,172818,10,38453,22,-153592,32,-115139,19,19385,1,445,0,0,4,4914,5,125657,18,2894865,22,3020522,23,2924799,7,-325195,18,378888,23,53693,9,44532,2,2146,1,112,119,38571,17,6050,14,50985
2385,6255,WA,2290,1404,2263,113604476,1730,23302000,1476,1525421,27,31655,1535,23299188,39,126224,1604,84303194,290,739377,31,378330,32,477689,128,693664,175,1859147,33,359915,34,843434,1405,2374164,201,54055,496,4538361,493,1943805,2282,119290093,353,746661,96,237998,1007,211784,64,91394,781,693959,34,17051,34,55297,22,25830,529,213091,981,302706,1735,3959748,135,2147313,199,1841561,245,965238,507,10191232,135,398090,19,325681,26,765123,50,514687,120,1850028,85,398067,173,4025913,240,4618034,157,1870966,96,83137,88,344889,416,5596190,312,2599112,173,359018,424,2605134,209,1370316,220,-1337390,429,32926,144,261067,33,202895,55,1078353,99,259207,44,1771215,216,11865935,250,13663272,250,10961714,52,-875161,217,3266822,256,2391661,113,588436,34,85041,22,12683,1063,348027,241,104690,53,225609
2386,6256,WA,51,34,50,3121465,42,689656,40,45051,1,909,41,712195,1,2077,34,2197552,9,22698,0,0,1,4043,3,22714,1,6161,0,0,0,0,30,183499,4,3869,11,46559,11,19999,50,3267088,8,16630,3,2700,23,4933,1,274,15,14761,1,67,1,843,0,0,12,7975,23,6820,38,128071,2,27337,5,18228,8,-12714,14,155665,1,999,1,2562,0,0,3,2643,4,69489,2,13656,5,186858,9,188812,6,90626,4,82949,3,1535,5,138525,1,58910,2,6721,5,61461,4,34541,1,-23108,5,11433,2,57,0,0,2,70000,5,3068,1,8450,12,707599,12,716049,12,280668,2,15721,12,444063,13,459784,7,81486,0,0,2,931,21,7490,9,3737,2,4149
2387,6258,WA,3928,2211,3888,185018618,3071,34925991,2624,2445449,76,110435,2779,35250138,63,241123,3014,137045566,567,1433967,36,329029,45,651112,257,1426285,239,2430520,29,264460,35,754713,2388,3772691,336,83267,862,3732798,862,1599240,3912,194128791,616,1514089,231,436674,2248,555554,119,182188,1429,1217084,49,21925,33,26656,32,276257,782,247085,1375,478646,3093,8143735,145,2549811,342,3232014,534,4198897,885,21122329,219,1093740,16,375373,61,1364092,27,297840,206,4662568,168,1370164,254,11256970,354,5018320,166,728963,141,116304,133,164282,604,8517478,442,3945720,191,356005,597,4018438,293,2185923,322,-1988608,615,197315,236,570149,24,27831,130,2803513,194,382930,67,4077157,242,18833364,294,22910521,297,17927135,84,-1269358,250,5371891,315,4102533,166,971892,38,69461,45,24203,2027,667426,356,152316,64,387901
2388,6260,WA,940,565,927,43447787,691,8745087,573,580522,14,35870,618,8714205,13,41679,640,27309802,118,244004,8,42365,2,25250,56,324243,61,596481,2,21798,11,239070,608,1527184,88,37731,202,1305757,202,559533,936,46260877,147,284119,35,127149,433,102876,15,26120,303,233696,5,1289,15,4959,14,53967,204,89279,351,285451,701,2427100,24,357569,66,639715,142,3883460,252,5695011,67,511565,12,202506,15,73453,12,384272,43,428014,35,70988,58,1242561,97,1930750,51,457139,38,42848,32,49587,139,2418096,101,849602,39,181102,139,949520,77,778297,62,-340425,139,437872,66,78243,11,165148,48,1080847,47,99573,16,337702,64,3027459,77,3365161,75,2895554,20,-312007,65,394880,79,82873,32,125106,9,20002,9,7720,437,145963,76,32704,9,46042
