,"Taxation statistics 2016–17 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152
3530,Taxable,QLD,4163,6909,6909,591372189,6908,150593915.09,6432,11223008.12,137,240932.68,6434,11462884.65,6909,158704736.09,265,1099643.71,5800,403893800,5702,106316494,1339,7138591,116,1730884,144,1979908,299,1579206,198,1897250,110,1679080,144,5034784,4081,6373704,532,3179423,1433,39001071,1432,16163156,6909,616755032,2071,5897594,846,1233759,3827,1066039,268,496205,4037,4484569,5033,13178166,176,83796,121,395449,168,779725,2646,1443086,3480,1804028,6104,25099575,293,5996307,205,3827135,1420,13679435,27,407863,1269,67475083,644,10489893.68,89,2499245,10,529840,76,674984,476,27621761,476,10194189.73,628,52817636,643,32428510,475,5522089,395,1947881,386,607347.19,1151,32272196,937,14694589,640,3042128,1154,16526205,467,5965441,699,-7956167,1166,-1990726,138,343228,60,606117,225,6068148,440,1313745,19,899886,445,51779641,462,52679527,456,37313006,28,-411282,467,15229608,492,14818326,383,3812740.69,197,721119.38,545,259809.57,3993,1258859.91,4559,3943,2878726,376,126479.57,1278,658644.01
3531,Taxable,QLD,4164,7363,7363,540980387,7363,121866195.49,6990,10385132.81,124,149745.27,6989,10517703.91,7363,128636315.49,361,1312155.6,6588,463825928,6527,119471875.93,1653,8031483,143,1926810,183,3534773,226,913248,129,1067988,95,1308692,70,2416201,4121,2612145,397,253003,1128,9072096,1126,3763789,7363,564629882,2724,7931216,1170,1798133,4653,1288227,313,529907,4876,5608331,5896,17155814,238,104005,109,250416,111,401745,2789,1156611,3740,1174274,6635,23601656,334,7031979,231,3292865,1406,10310948,14,496173,986,33469516,426,2953273.98,74,2103722,4,73978,67,627588,359,5288723,359,1302110.07,474,14880568,554,14522993,374,4422096,303,1848585,295,559824.6,1078,19559393,967,11429852,664,2010688,1084,10159762,288,2320194,795,-6361103,1089,-4040909,124,580145,47,492398,108,1772680,628,1533923,20,1120619,515,41938578,533,43059197,520,25429622,24,354884,521,16739991,542,17094875,460,3875086.17,114,315080.64,721,322868.21,4216,1302496.59,4835,4165,2825804,426,149901.46,1095,435597.57
3532,Taxable,QLD,4165,17312,17312,1201327281,17312,259222412.93,16357,22977486.28,316,399859.84,16357,23360501.51,17312,274780218.63,714,2586725.86,15416,1035017104,15319,258118592.1,3730,18311740,327,4234698,443,6068344,625,2928702,405,3382687,196,2507819,273,8919017,9123,7410452,973,899320,2575,30288523,2560,12630872,17312,1256178166,6341,18440738,2695,4603077,11445,3218563,732,1203026,11451,13726118,13992,41191522,487,181691,221,432155,255,868008,6481,2293112,9033,2640436,15668,54592363,752,15953327,540,8183297,3142,21060369,49,483218,2056,66321663,907,6445277.59,198,5219986,15,89372,161,1351857,776,11855718,775,2924553.26,1000,37350734,1071,23760102,741,5509894,603,1037709,601,931595.41,2470,41803274,2214,24345037,1434,4158637,2500,21917335,668,5080793,1836,-13698528,2507,-8617735,291,1456396,105,712893,226,3822638,1304,3086825,34,1916016,1146,81871905,1177,83787921,1152,50885700,40,109814,1160,32230893,1196,32340707,985,6231748.44,347,932256.35,1446,654847.56,10310,3181204.6,10477,9301,6272651,840,277597.64,2161,854360.62
3533,Taxable,QLD,4169,7862,7862,698596884,7857,181994937.21,7031,13059179.13,214,270483.91,7031,13328476.64,7862,193553948.83,810,3515626.58,6970,524224980,6872,146163354.08,1370,8115153,120,1425569,175,2302852,401,2150478,65,524084,73,1752290,79,3234752,4943,6930104,619,1806530,1557,24958812,1549,10388286,7862,729714990,2246,6191310,1298,1918853,3580,968655,485,1250054,4732,6274005,5750,16602877,202,110865,173,635549,253,1070310,2655,3017648,3388,1687892,6767,30813030,398,8003666,269,6001849,1456,13155374,28,-117645,1248,79888517,680,10508033.62,143,2586277,10,371524,87,883037,553,20328517,553,7347218.33,755,48461884,626,25965283,590,5132029,525,1970029,482,433079.17,1343,37251685,1098,15967168,763,3003964,1354,20348039,521,6787514,833,-8855000,1359,-2067486,201,482016,80,813660,207,5430357,645,2191714,30,606239,650,195256861,679,195863100,633,168161106,34,227607,677,26636867,709,26864474,585,8131953.33,117,479364.99,567,269996.39,4174,1310355.79,4994,4037,2638923,599,178381.06,1573,775226.91
3534,Taxable,QLD,4170,13766,13766,1145021307,13762,279452806.13,12889,21982307.98,271,347757.39,12890,22327624.55,13766,297604566.11,1249,5121024.51,12692,982593801,12575,269772194.97,2592,12413325,232,4045284,341,8693924,631,2876552,155,1198941,103,1224520,120,4074082,8014,6381581,983,1081490,2569,18050942,2560,7517518,13766,1192775682,4745,13181505,2451,3399850,7065,1963955,800,1956922,9291,11821134,11024,32323366,417,194396,252,830618,341,1747603,5503,2300053,6408,2422883,12337,47413842,636,13141295,488,7746476,2791,20407418,31,879519,1913,78883831,1086,7509494.75,207,4798530,8,274593,163,1462009,835,15089202,835,4608320.4,1116,36213720,1076,30907365,827,5014897,737,1755096,725,736565.74,2209,48085679,1980,28290504,1323,4390589,2224,25946377,651,5142253,1586,-15684044,2237,-10541791,296,1069632,116,890047,191,4046965,1293,3437710,35,1824105,1000,113518767,1034,115342872,998,78495043,51,415082,1036,35300554,1084,35715636,879,9560399.23,153,395618.36,948,430686.3,7029,2143451.18,9478,8003,5058248,979,284056.71,2986,1311772.43
3535,Taxable,QLD,4171,8864,8864,1053151836,8860,310697961.55,8456,20467251.69,238,331412.19,8458,20794048.09,8864,330041335.39,741,3353724.71,7750,752851804,7668,233071233.24,1529,11449664,199,4706190,256,10368217,238,1103219,78,539665,102,2167655,105,3860110,5516,7400401,924,847956,2250,43528991,2241,18182286,8864,1095066734,2866,9198450,1589,2666302,3757,1030395,474,1228314,5631,8243041,6537,22366502,312,178798,238,1241002,321,2288810,3451,2117543,4245,2603272,7803,41554925,405,8487945,442,9535677,1935,18108515,30,281794,1922,97815309,1115,12682258.91,137,4327589,17,842475,94,1055787,829,43013828,829,16838863.57,1116,105032864,1073,45313485,878,7778360,785,2465989,748,1729230.14,1884,47673667,1644,27014748,1164,4649616,1901,26526266,621,6489494,1281,-17006457,1904,-10516963,300,1264906,88,22543746,269,6806400,1081,3881247,24,523878,686,110347379,708,110871257,687,61280001,39,-726031,708,49048392,743,48322361,609,17206741.71,150,539973.88,724,390575.19,3731,1152765,7103,5585,3729034,757,252740.96,2481,1308955.13
3536,Taxable,QLD,4172,2439,2439,185175540,2438,42684304.1,2260,3503386.9,45,44249.21,2261,3547618.34,2439,45451528.35,164,632497.62,2248,164006287,2230,43527947.27,521,3228731,48,694906,72,609640,96,455746,21,169848,31,386671,19,525290,1381,904080,147,1180096,370,1646941,365,677596,2439,193512304,846,2506155,427,588518,1383,413026,120,225206,1653,2119496,1978,5852401,76,37939,53,96092,46,263797,942,281686,1170,371957,2180,8131227,92,1927190,71,973882,477,3097965,4,115707,296,11076880,146,864836.35,44,633791,2,27739,25,118043,117,3002788,117,1177354.73,161,6588474,173,4747250,115,311166,106,175330,99,90683.65,372,7037790,334,4349234,228,783508,368,3891937,85,576140,287,-2563029,373,-1986889,43,245088,19,48342,33,747493,209,474926,9,88997,165,9414891,173,9503888,163,5174961,10,-94883,171,4321329,180,4226446,149,858937.93,32,67576.69,184,80977.29,1351,407799.08,1556,1356,822093,159,49417.45,426,164715.55
3537,Taxable,QLD,4173,4143,4143,278930150,4143,58466430.14,3906,5304629.35,71,80112.91,3906,5384742.26,4143,62168943.85,224,840205.87,3850,255110654,3823,62842551.94,923,2967587,95,1466375,120,1713447,199,887851,90,715352,49,579964,41,1146432,2263,1420138,207,126272,606,3186861,604,1326224,4143,290118375,1408,3383852,642,972838,2678,762142,177,330192,2876,3074623,3467,8523647,88,22361,54,67248,54,123229,1812,552994,2152,539950,3788,11183147,189,4081435,121,1717071,812,5229168,12,-84636,389,7604558,211,607204.19,47,872980,3,16324,38,219481,171,2374974,171,645749.58,214,5869325,227,4990469,162,657086,137,72760,137,60753.79,576,10388749,532,6247834,351,1037060,584,5609765,152,1017728,433,-3523638,585,-2505910,61,175017,30,182030,42,662761,288,679877,8,76135,266,17622324,274,17698459,267,9994548,9,23427,276,7628967,285,7652394,243,1496594.88,65,143554.16,278,107293.01,2483,738379.27,2506,2262,1466731,200,54449.49,521,194550.88
3538,Taxable,QLD,4174,1247,1247,81213533,1247,16574214.03,1185,1548797.82,14,15980.91,1185,1564778.73,1247,17702881.59,57,208203.3,1156,74793645,1148,17977034,274,815027,19,262621,23,210036,39,216875,22,142861,18,249837,11,276977,626,310249,45,10208,143,481708,142,204103,1247,84086158,382,790584,170,219307,841,232475,51,85610,820,842799,1031,2170775,30,11938,14,14510,8,37808,522,145488,667,177567,1138,2869875,58,1344681,22,195540,214,1294214,1,22769,110,2622778,42,117535.07,13,300038,1,21738,5,48272,39,667234,39,199534.63,45,1449757,48,971680,30,76356,24,16388,29,12077.9,166,2791794,156,1777860,87,234034,167,1421585,41,317834,126,-959519,167,-641685,14,62633,5,18603,11,149064,83,162331,5,250795,83,8317450,88,8568245,86,6034195,6,-49432,85,2528811,90,2479379,80,454085.94,18,48907,107,42805.51,789,227115.03,680,611,377731,57,22281.05,120,42256.33
3539,Taxable,QLD,4178,11797,11797,833322921,11795,182149966.6,11126,15870319.2,225,290884.75,11125,16145358.98,11797,193338374.82,647,2400874.02,10737,739044754,10659,188845099.18,2526,9724220,220,3130260,298,4747714,568,2700344,264,2244994,124,1565503,165,5344103,6315,5368187,693,393222,1860,10543623,1852,4409592,11797,866584401,3669,9382705,1657,2762522,7158,1972060,528,939885,7738,8492828,9482,23550000,256,109858,167,529170,200,854301,4857,1621811,6144,1875437,10646,33092227,499,10758485,338,5875634,2183,15340577,18,102273,1345,36820492,692,3559548.1,164,3883039,12,56572,144,1131716,578,8790371,577,2532740,744,20485992,756,15345362,597,3881553,496,1018896,491,662291.77,1764,32482758,1542,17648893,970,2681488,1778,16819943,595,4563200,1192,-9230766,1788,-4667566,195,756280,110,911184,142,2353321,881,2179857,29,815600,828,89550565,852,90366165,841,69682176,32,122861,862,19829887,889,19952748,708,3995275.98,204,546538.46,867,346295.37,7033,2139423.21,7303,6440,4114864,716,222098.77,1581,599226.79
3540,Taxable,QLD,4179,9131,9131,727886310,9131,173287951.97,8645,13985576.25,178,222962.13,8645,14208192.13,9131,183861734.08,504,1999364.71,8145,603861542,8065,161548885.4,1830,8455621,163,2617280,264,4075442,358,1669668,168,1382925,137,2234813,130,4633723,5118,5602870,686,695143,1761,16783629,1756,7018984,9131,757131600,2872,7539912,1278,1949013,5058,1332379,381,677339,5873,6564368,7128,18063011,255,100002,135,958301,231,968346,3849,1381132,4603,1980856,8153,29179744,389,8304499,299,4617463,1962,15274918,28,-328499,1398,46844444,730,5495417.86,119,3259121,13,967009,114,1000741,517,15259275,517,5475870.97,715,35725230,816,22499502,578,4360098,494,1511203,485,451789.63,1608,33084515,1383,17235519,926,2694410,1610,16574241,504,5173129,1115,-8592784,1620,-3419655,192,687663,69,957452,177,3528077,795,2070333,21,127582,680,47942750,700,48070332,690,25108952,27,-599238,702,22412987,728,21813749,588,5306375.6,204,596315.24,741,312738.14,4918,1490280.49,6364,5567,3743611,548,197811.75,1699,704300.48
3541,Taxable,QLD,4183,809,809,53809990,809,11597468.71,729,992118.97,17,29123.21,729,1021004.58,809,11623754.6,25,93398.54,652,37843816,640,9230644,108,213405,23,824550,40,1840566,53,304019,31,256560,14,154111,20,664691,410,620156,62,148807,135,2641032,135,1113490,809,56067752,240,478388,81,99890,488,152775,19,30233,451,456722,574,1218008,11,3847,14,60651,19,134849,361,146431,451,202167,699,2254749,21,515134,17,206781,108,800294,7,175415,126,3602321,38,215895.1,10,191964,1,509,10,69379,51,1097166,51,233999.63,62,2425086,74,3128076,44,222270,43,215037,37,41616.23,170,2751145,132,1186910,61,233079,173,1554351,74,558949,99,-782144,173,-223195,13,197855,2,3026,19,398877,30,89919,11,558840,106,7727344,114,8286184,115,5414252,12,287171,103,2563296,112,2850467,99,466899.97,24,65299.58,133,50800.42,553,180960.73,389,365,267833,36,8536.37,90,49054.24
3542,Taxable,QLD,4184,1534,1534,83919801,1534,15196594.1,1361,1474052.92,25,29511.79,1361,1502859.37,1534,15344275.03,34,108371.91,1278,65142555,1265,14326436,263,806063,23,199074,42,250086,196,1130986,111,972588,36,435031,56,1740618,693,572883,69,29020,170,1393580,170,569528,1534,87208131,363,761691,189,320783,915,261882,52,86423,809,748341,1105,2179120,27,10646,15,18427,12,17416,468,128993,801,251343,1330,3217148,65,1440086,20,277907,188,1418537,8,67889,145,3746019,45,243807.68,32,710998,3,47459,26,271213,73,2293549,73,498170.79,91,5077580,82,1934805,56,427639,37,63766,32,15720.11,220,3250833,168,1225302,87,156656,223,1886693,102,683100,119,-700918,223,-17818,17,80919,12,248891,25,461880,65,134920,5,180488,155,11136038,159,11316526,158,7402695,5,116639,160,3458774,164,3575413,133,543339.06,63,175876.6,134,46998.68,1146,386806.9,578,541,367375,51,15071.9,100,36976.58
3543,Taxable,QLD,4205,1833,1833,103183838,1833,18747410.22,1685,1893685.48,13,14238.08,1685,1907911.96,1833,19701472.76,85,290447.59,1684,94751697,1680,21024721,414,1046856,23,223578,60,588443,150,612555,68,583403,22,273830,31,902259,873,508511,54,31118,146,868622,145,364371,1833,107908793,672,1711900,255,418944,1288,398937,76,125933,1199,1284416,1530,3940130,38,8688,18,22159,11,28923,627,215357,1007,257574,1662,4711153,83,1727884,34,500536,249,1506123,3,21276,121,2174788,52,79960.17,38,662457,0,0,16,68449,43,402945,43,92470.52,58,1240045,65,1859726,46,148198,39,53174,40,17251.76,156,2512480,129,1113934,62,133939,157,1194796,73,584763,84,-514952,157,69811,25,30555,6,58833,6,66698,65,164680,6,251826,111,8497543,117,8749369,113,6095589,6,164397,114,2445373,120,2609770,101,427095.51,40,96578.3,122,37417.52,1345,410458.85,628,561,334268,57,19345.78,57,16472.17
3544,Taxable,QLD,4207,23507,23507,1411460974,23506,273956947.24,21716,26273430.92,392,522122.19,21716,26787220.66,23507,291351197.41,970,3296088.58,21383,1242470286,21238,283299760.55,5249,18992992,395,3793792,565,4519953,1653,8314376,624,5379685,213,2322983,201,6450687,10869,5881503,796,547562,2192,22870130,2185,9392349,23507,1480704888,9075,24465870,3593,6516578,16927,5176269,1000,1439050,15291,17030138,19561,54627905,550,230688,169,383488,156,716238,7796,3379098,12098,3094085,21168,68953461,783,16377212,471,7025265,3252,20145227,73,832764,2071,72807476,704,3282673.79,418,8977276,23,376242,247,1998722,671,15103658,670,4590613.9,809,35702464,914,18834944,529,3455738,444,871292,420,500217.04,2507,39970798,2264,23072014,1262,3434548,2526,20876103,700,4931465,1834,-12343332,2537,-7411867,343,1517702,103,1285984,234,3569505,1357,2853856,69,2535061,1525,138920006,1587,141455067,1572,97723719,84,89089,1574,42045790,1648,42134879,1351,7821685.09,290,659135.15,1848,827174.72,16447,5092828.39,9168,8171,5024948,820,221521.12,1542,578407.83
3545,Taxable,QLD,4208,9656,9656,637436607,9656,131873857.29,9054,12081036.18,170,218805.34,9055,12299220.33,9656,140177239.12,479,1804230.54,8727,565666279,8657,137385776.22,2208,9905344,158,1576416,276,2498530,411,1812628,189,1558437,92,791521,83,2694143,4828,2276956,340,234171,994,6555174,989,2684111,9656,671004512,4207,12127080,1788,3807845,6822,2157832,494,831835,6538,8431228,8022,27355820,243,83035,98,170292,74,193396,3413,1103133,4935,1407851,8679,33453352,340,6931218,262,3575916,1438,8322335,34,647593,1019,40522580,337,3173205.84,159,3506040,4,21227,111,617134,279,4609403,279,1126747.24,347,12473914,446,10256143,227,1347197,191,474595,186,176150.53,1227,19537083,1146,11629342,695,2007627,1230,9702585,318,2447074,920,-6249545,1239,-3802471,144,952049,49,329500,108,1758855,658,1335135,26,879774,684,57587187,708,58466961,695,39773438,30,414025,701,17924497,727,18338522,584,3501814.13,116,240857.54,859,385828.77,5892,1815560.8,4804,4358,2653953,428,113882.58,942,334432.34
3546,Taxable,QLD,4209,24374,24374,1511850509,24368,302522088.64,22432,28176026.77,430,604921.92,22434,28776454.82,24374,322442502.42,1076,3887000.76,22493,1372368976,22371,323347009.83,5825,23338884,412,3510808,693,5937643,1573,7546702,516,4348358,176,1634080,146,4288468,11510,4392550,482,167331,1688,13199391,1675,5440425,24374,1592943897,10888,30901228,4234,8146412,17456,5816245,1354,2195612,16684,20883772,20508,67943269,315,112910,210,384126,135,459490,8195,2660881,11954,3466303,21978,80534430,747,15605286,599,9124311,2685,13483666,26,342503,1795,69586968,612,4288131.33,380,8805442,14,109697,267,1682582,507,14023781,506,5035109.93,638,34562431,796,24369727,472,4937403,355,1331970,376,800852.15,2132,33167480,2025,20836059,1189,3827505,2157,18384822,443,2486715,1718,-12367621,2164,-9880906,327,2446689,111,730547,156,2619442,1423,2827548,67,1588557,1774,117564938,1837,119153495,1782,71255666,76,650195,1815,46633086,1886,47283281,1577,8901889.12,175,376340.26,1857,763168.94,16735,5277360.87,9987,8905,5140311,972,228345.29,1821,624217.04
3547,Taxable,QLD,4210,9624,9624,640369220,9618,134963167.38,9046,12153893.46,181,240936.13,9046,12391508.32,9624,143210389.86,440,1684946.51,8499,548126212,8410,134091279.89,2112,10590198,161,1601026,237,2652272,445,2095333,184,1511207,91,933675,94,2805981,5013,3105392,348,223063,1130,7354871,1123,3018273,9624,671794526,4104,11532900,1459,2788339,6555,2050002,456,739055,6464,8107888,7815,25218184,214,82046,103,151635,86,169092,3197,1011637,4778,1423539,8523,31237845,345,6555733,212,3228463,1358,8818998,19,235476,1193,46178364,440,3178822.4,128,2843766,14,100697,132,1093805,369,9757841,369,3643319.5,443,20781069,485,11313774,368,3671084,304,1743513,321,587355.84,1306,22548423,1208,13166159,742,2140831,1311,11657843,366,2606408,954,-7022818,1321,-4416410,152,737621,79,2245131,114,1620225,731,1508750,27,2250559,829,63446220,853,65696779,836,42922771,39,341876,846,21648026,882,21989902,711,4179504.1,120,280390.35,1007,449681.13,6075,1917074,4854,4392,2749085,394,101016.28,994,379931.97
3548,Taxable,QLD,4211,27497,27497,1705094687,27486,343184533.16,25426,31854109.69,453,577336.82,25428,32400078.99,27497,362885692.27,1213,4546726.05,24156,1432600541,23905,332959498.83,5938,25668786,396,3743721,609,6090053,1558,7215714,709,6140058,236,2472123,301,10336565,14008,9359723,998,1080772,3182,32676958,3176,13591305,27497,1792603700,11723,30390021,3908,7110982,18479,6019622,1302,2152702,18043,21910898,22093,67584225,450,209560,341,873894,271,1066841,9342,3254682,13815,4218501,24438,87001466,922,18715083,570,9044633,3588,23075210,79,1149367,3134,113049076,1112,8061176.53,381,9080634,19,136848,337,3480062,941,17158402,941,4733033.06,1203,41851478,1341,37656758,885,10307716,711,3492619,738,1799732.41,3490,63515750,3174,33458912,1742,5255629,3520,34483520,1061,7511519,2473,-17193830,3538,-9682311,467,2996428,191,2925015,324,5356742,1780,4350478,86,3472905,2628,214811991,2712,218262421,2632,138493992,101,1242274,2668,77497359,2765,78739633,2335,16359518.41,373,986601.1,2971,1220508.29,19021,6050981,13151,11886,7487722,1075,284145.92,2293,876135.67
3549,Taxable,QLD,4212,13284,13284,1056418633,13281,256593878.39,12442,20146907.89,290,512883.1,12444,20641561.51,13284,270401551.21,514,2134621.57,10858,752283749,10683,194523114.89,2733,20925364,200,2625189,307,4483463,524,2353259,280,2345550,191,3799060,181,6478823,7371,14317531,755,1520808,2282,48194671,2279,20216504,13284,1107834295,4808,15406378,1965,3572756,7414,2286987,555,966461,7904,10703159,9615,32935741,278,167120,226,1280192,236,1007868,3957,1977273,6495,3204705,11371,50905606,423,8593143,397,6665832,2025,18575747,32,-183191,2307,121536852,948,12484644.81,171,3314327,8,487966,150,1557355,799,34377892,799,12071131.58,1013,86203087,1068,54312159,784,21693745,610,11637326,589,2428332.05,2340,51525320,2014,26371843,1275,5122546,2350,27402104,763,7313431,1594,-14684604,2362,-7371173,313,2363952,120,2219402,313,7470595,955,2701352,23,1488837,1082,102926181,1104,104415018,1077,65728667,38,13352,1118,37265163,1152,37278515,949,8679263.55,283,968018.61,1405,682670.75,7800,2502921.9,8203,7190,5048501,691,205463.7,2165,1060493.96
3550,Taxable,QLD,4213,13275,13275,905261604,13269,196663055.46,12397,17166436.58,247,377753.92,12397,17538560.96,13275,208187223.79,597,2304427.65,11232,713576131,11083,175332362.26,2705,15129419,183,1763215,273,2931268,649,2774592,275,2255241,134,1751807,141,5116033,7344,7508067,667,1254490,1929,21416183,1923,8778875,13275,951770186,5208,13989318,1750,3187675,7977,2515827,611,903892,8284,10923537,10037,31520249,261,140088,195,564872,164,564942,4448,2007099,6493,2401936,11545,45943284,468,9759794,303,4903732,1923,15192106,45,1098864,2168,85950639,759,5733799.12,171,4276427,10,1029484,150,1061942,637,16507393,637,5020875.42,801,41124461,861,29322340,618,8566376,483,3072612,481,892736.53,2101,41186134,1837,20728770,1068,3349955,2120,21520576,744,6224493,1382,-10637660,2131,-4413167,259,1917035,93,1217685,284,5659948,1034,3006351,45,2339617,1287,118427207,1327,120766824,1299,75542089,56,-815071,1312,44921000,1362,44105929,1152,10261881.74,205,547425.9,1710,759015.63,8504,2747863.69,7734,6922,4641912,604,177305.39,1719,747165.45
3551,Taxable,QLD,4214,16368,16368,1040994056,16362,214624610.98,15156,19495665.14,298,374709.52,15158,19868572.95,16368,227088194.88,771,3067086.55,14182,861656003,14002,205746892.59,3310,17059631,220,2248535,344,3914085,990,4895323,401,3504125,157,2362418,174,5618376,8869,7802576,819,663267,2343,18785351,2340,7799405,16368,1093342815,6478,17021550,2389,3852770,10245,3232663,854,1493593,10388,13021239,12708,38621815,316,136771,216,494513,233,532373,5218,2658608,7999,2856813,14295,52058115,730,14318074,344,5592708,2509,18797679,31,203804,2147,74658881,847,5409145.22,251,5809515,3,2083,205,1874620,777,15027483,777,4550547.76,988,36429807,1054,26353631,753,5336268,627,1952082,601,496101.13,2325,44049753,2086,23083138,1224,3557607,2337,22921681,733,5947195,1609,-11459868,2346,-5512673,309,1517223,106,624128,208,3825877,1082,2778578,32,850741,1568,125489465,1597,126256799,1539,73861506,38,-362036,1605,50840867,1640,50478831,1410,11205362.84,245,686478.85,1729,712616,11077,3569729.87,8561,7699,5127662,600,150789.9,1733,702806.08
3552,Taxable,QLD,4215,20386,20386,1242916096,20373,255188924.83,18083,22651502.8,349,444672.05,18085,23093369.48,20386,270222645.63,1041,4345816.09,17913,998399349,17714,230183804.26,4204,15912326,246,2020839,468,4365675,1764,8911808,561,5380380,161,2211443,190,6550380,10881,12953070,799,952765,2218,34620289,2208,14482495,20386,1304011983,7515,18904455,2918,4765635,12763,4076136,1104,2201253,12817,15418098,15894,45365577,341,171522,250,744814,258,798822,5970,2377272,10018,3285533,17761,60555701,979,18958815,417,7782681,2551,17204367,43,868193,1986,80923601,791,8416060.78,371,8543409,9,179754,239,1869935,753,27678911,753,10009806.7,965,62351855,987,36064288,726,6889641,553,1906747,558,885122.76,2379,55309050,2004,24071501,1058,3559694,2393,27922658,935,11215246,1462,-11460049,2404,-244803,335,2078948,103,1993872,230,4889855,1018,2790524,61,1714426,1897,155129380,1954,156863733,1884,95399770,67,832971,1931,59401489,1990,60234460,1687,14287396.12,262,741423.1,1768,642893.57,14927,4917861,8762,7763,4951147,783,182770.78,1689,725843.76
3553,Taxable,QLD,4216,16010,16010,1166172792,16001,269688085.37,14719,21859126.4,301,507972.36,14720,22355935.33,16010,285191926.13,621,2564543.65,13011,812576477,12789,199935716.73,3173,19087314,249,2498896,335,4512303,872,4297227,551,5008649,182,3017153,259,9052027,9097,16498615,1016,1742632,2774,61623575,2762,25554178,16010,1225456432,5792,16662063,2138,4171780,9087,2853664,677,1328511,9430,12095005,11520,37111023,312,130444,238,951768,315,1579884,4855,2196423,8219,3498432,13764,58562431,602,12424521,388,6087315,2268,19966983,47,380135,2627,136447854,1067,15153099.99,226,5910327,13,442212,178,2233044,968,40986182,968,14215923.08,1277,104704433,1309,56051105,860,8909726,671,3049670,633,1019028.67,2688,74113727,2213,29323219,1333,5736107,2700,37910860,1028,14986830,1688,-13843290,2718,1143540,304,1742793,102,4254160,400,10108567,975,2915571,45,1455495,1394,131452690,1437,132908185,1382,81886046,50,164143,1412,49302602,1459,49466745,1227,11995272.11,342,1009291.07,1711,795421.95,10354,3335055.4,8948,7986,5637006,748,216598.79,2298,1107906.19
